ignore,date,period,CGST,OIL,COAL,NUCLEAR,WIND,PS,NPSHYD,OCGT,OTHER,INTFR,INTIRL,INTNED,INTEW,BIOMASS,INTNEM,INTELEC,INTIFA2,INTNSL
FUELHH,20210726,17,15277,0,983,3705,348,292,246,45,297,2004,0,1002,0,2926,996,0,704,0
FUELHH,20210726,18,15493,0,910,3700,315,540,256,9,318,2004,0,1004,0,2934,1000,0,704,0
FUELHH,20210726,19,15373,0,936,3700,354,890,253,1,337,2004,0,1004,0,2920,1000,0,706,0
FUELHH,20210726,20,15416,0,901,3699,361,738,221,1,339,2004,0,1004,0,2938,1000,0,706,0
FUELHH,20210726,21,15405,0,896,3704,368,424,160,0,279,2004,0,1004,0,2943,1000,0,706,0
FUELHH,20210726,22,15357,0,904,3705,369,130,150,0,276,2004,0,1004,0,2939,1000,0,706,0
FUELHH,20210726,23,15544,0,907,3707,384,0,124,1,279,2004,0,1004,0,2961,1000,0,706,0
FUELHH,20210726,24,15677,0,978,3708,325,0,123,1,288,2004,0,1004,0,2963,1000,0,708,0
FUELHH,20210726,25,15807,0,945,3706,335,0,110,1,274,2004,0,1004,0,2958,1000,0,706,0
FUELHH,20210726,26,15588,0,966,3700,458,166,111,30,173,2004,0,1004,0,2837,1000,0,704,0
FUELHH,20210726,27,15416,0,986,3697,614,140,93,49,140,2004,0,1004,0,2815,1000,0,706,0
FUELHH,20210726,28,15192,0,980,3693,701,90,91,49,183,2004,0,1002,0,2701,1000,0,706,0
FUELHH,20210726,29,15042,0,912,3691,865,0,76,49,214,2004,0,1004,0,2703,1000,0,708,0
FUELHH,20210726,30,14689,0,915,3688,973,12,76,49,215,2002,0,1004,0,2766,1000,0,706,0
FUELHH,20210726,31,14526,0,979,3686,994,0,76,49,252,2004,0,1004,0,2745,1000,0,706,0
FUELHH,20210726,32,14625,0,979,3687,1032,84,82,60,322,2002,0,1002,0,2734,1000,0,706,0
FUELHH,20210726,33,14630,0,977,3691,1200,40,101,98,458,2004,0,1004,0,2794,1020,0,750,0
FUELHH,20210726,34,14787,0,978,3691,1228,632,99,98,508,2002,0,1004,0,2800,1020,0,752,0
FUELHH,20210726,35,15153,0,982,3696,1165,1222,312,98,520,2004,0,1004,0,2862,1020,0,752,0
FUELHH,20210726,36,15385,0,979,3697,1174,1240,434,98,531,2002,0,1004,0,2942,1020,0,752,0
FUELHH,20210726,37,15759,0,979,3698,1189,1260,379,98,536,2002,0,1004,0,2921,1020,0,754,0
FUELHH,20210726,38,16020,0,983,3696,1306,1052,376,98,533,2002,0,1004,0,2902,1020,0,754,0
FUELHH,20210726,39,15986,0,979,3699,1273,844,357,98,520,2002,0,1004,0,2948,1020,0,754,0
FUELHH,20210726,40,15787,0,977,3701,1420,720,312,98,492,2002,0,1004,0,2947,1020,0,754,0
FUELHH,20210726,41,15927,0,979,3703,1512,450,138,6,453,2002,0,1004,0,2943,1020,0,752,0
FUELHH,20210726,42,15666,0,982,3700,1632,358,138,1,401,2002,0,1004,0,2860,1020,0,752,0
FUELHH,20210726,43,15409,0,981,3702,1847,82,123,1,232,2002,0,1004,0,2916,1000,0,752,0
FUELHH,20210726,44,14793,0,973,3712,2101,0,121,1,206,2002,0,1004,0,2923,1000,0,752,0
FUELHH,20210726,45,14174,0,842,3704,2196,0,88,1,153,2002,0,1002,0,2801,1000,0,752,0
FUELHH,20210726,46,13171,0,885,3702,2051,0,70,1,158,2002,0,1002,0,2740,1000,0,750,0
FUELHH,20210726,47,12234,0,899,3705,1954,0,83,2,142,1808,0,906,0,2584,902,0,706,0
FUELHH,20210726,48,10857,0,915,3707,1974,0,86,2,142,1804,0,904,0,2547,900,0,702,0
FUELHH,20210727,1,9749,0,918,3706,1926,0,77,3,142,1708,0,856,0,2939,854,0,702,0
FUELHH,20210727,2,9158,0,859,3703,1959,0,74,4,141,1706,0,856,0,2949,854,0,702,0
FUELHH,20210727,3,9150,0,600,3703,1989,0,75,5,141,1706,0,856,0,2991,854,0,704,0
FUELHH,20210727,4,8950,0,465,3698,2072,0,74,4,140,1704,0,856,0,2950,854,0,704,0
FUELHH,20210727,5,8988,0,488,3697,1947,0,74,4,146,1704,0,856,0,2852,852,0,702,0
FUELHH,20210727,6,8894,0,467,3697,1874,0,74,5,147,1704,0,856,0,2864,852,0,702,0
FUELHH,20210727,7,8947,0,487,3696,1707,0,75,4,147,1704,0,856,0,2870,852,0,702,0
FUELHH,20210727,8,8992,0,491,3696,1476,0,74,5,148,1704,0,856,0,2901,852,0,702,0
FUELHH,20210727,9,9131,0,480,3657,1249,0,74,5,142,1706,0,856,0,3034,854,0,702,0
FUELHH,20210727,10,9298,0,480,3540,1045,0,75,4,142,1704,0,856,0,3042,854,0,702,0
FUELHH,20210727,11,9699,0,467,3539,1029,0,74,5,140,1704,0,854,0,3042,852,0,702,0
FUELHH,20210727,12,10078,0,665,3546,958,0,74,5,141,1704,0,856,0,2969,852,0,702,0
FUELHH,20210727,13,10295,0,859,3546,1195,0,75,3,141,1878,0,948,0,2671,948,0,738,0
FUELHH,20210727,14,11665,0,947,3550,1415,0,96,3,143,1884,0,948,0,2603,950,0,736,0
FUELHH,20210727,15,13638,0,988,3548,1179,0,122,2,141,1998,0,1002,0,2687,1000,0,708,0
FUELHH,20210727,16,14802,0,990,3546,1065,0,131,1,143,2002,0,1004,0,3036,1000,0,704,0
FUELHH,20210727,17,15947,0,991,3543,1130,216,339,1,219,2004,0,1002,0,3037,1000,0,704,0
FUELHH,20210727,18,16150,0,990,3547,1157,388,340,81,393,2002,0,1004,0,3036,1000,0,704,0
FUELHH,20210727,19,16084,0,981,3545,1541,276,336,98,424,2004,0,1004,0,3029,1000,0,704,0
FUELHH,20210727,20,16590,0,983,3543,1306,210,300,21,234,2004,0,1002,0,3014,1000,0,704,0
FUELHH,20210727,21,16718,0,981,3542,1160,284,157,0,228,2004,0,1002,0,3004,1000,0,702,0
FUELHH,20210727,22,16857,0,986,3540,1140,276,130,29,220,2004,0,1002,0,2987,1000,0,704,0
FUELHH,20210727,23,16819,0,985,3543,1232,100,112,98,208,2004,0,1004,0,2951,1000,0,702,0
FUELHH,20210727,24,16834,0,984,3543,1005,228,87,90,309,2004,0,1002,0,2998,1000,0,700,0
FUELHH,20210727,25,16806,0,982,3544,924,496,56,98,398,2004,0,1004,0,3016,1000,0,702,0
FUELHH,20210727,26,16774,0,987,3539,937,380,55,98,402,2004,0,1004,0,2870,1000,0,702,0
FUELHH,20210727,27,16864,0,964,3446,890,246,55,98,408,2004,0,1002,0,2904,1000,0,704,0
FUELHH,20210727,28,16707,0,904,3321,927,138,55,98,374,2004,0,1004,0,2952,1000,0,704,0
FUELHH,20210727,29,16604,0,909,3302,953,248,55,67,176,2004,0,1004,0,2969,1000,0,704,0
FUELHH,20210727,30,16664,0,955,3305,948,12,55,50,180,2004,0,1004,0,2987,1000,0,704,0
FUELHH,20210727,31,16677,0,985,3304,1223,100,56,50,178,2004,0,1004,0,2996,1000,0,704,0
FUELHH,20210727,32,16780,0,985,3306,1537,82,56,50,253,2004,0,1004,0,2992,1000,0,704,0
FUELHH,20210727,33,16822,0,980,3306,1720,20,82,49,287,2004,0,1004,0,3042,1018,0,704,0
FUELHH,20210727,34,16810,0,923,3306,1820,134,133,49,328,2004,0,1004,0,3057,1020,0,704,0
FUELHH,20210727,35,16390,0,850,3311,1947,886,360,49,314,2004,0,1004,0,3063,1020,0,704,0
FUELHH,20210727,36,16343,0,859,3313,1772,1210,390,50,386,2004,0,1002,0,3066,1020,0,704,0
FUELHH,20210727,37,16500,0,813,3312,1505,1278,396,98,430,2004,0,1004,0,3074,1020,0,704,0
FUELHH,20210727,38,16484,0,775,3316,1581,1180,394,98,325,2004,0,1002,0,3077,1020,0,704,0
FUELHH,20210727,39,16369,0,768,3317,1649,888,386,88,392,2004,0,1002,0,3077,1020,0,704,0
FUELHH,20210727,40,16314,0,830,3317,1935,706,333,18,291,2004,0,1004,0,3091,1020,0,704,0
FUELHH,20210727,41,16196,0,874,3317,2072,744,155,1,149,2004,0,1004,0,3078,1020,0,704,0
FUELHH,20210727,42,15940,0,975,3320,2223,290,152,1,141,2004,0,1004,0,3068,1020,0,704,0
FUELHH,20210727,43,15691,0,988,3320,2528,114,136,1,140,2004,0,1002,0,3077,1000,0,704,0
FUELHH,20210727,44,14934,0,872,3319,2836,66,115,1,141,2004,0,1004,0,3066,1000,0,704,0
FUELHH,20210727,45,14077,0,641,3320,3003,16,66,1,142,2004,0,1004,0,2870,1000,0,704,0
FUELHH,20210727,46,12684,0,509,3319,2897,164,63,1,142,2000,0,988,0,2933,998,0,704,0
FUELHH,20210727,47,11744,0,522,3320,2810,224,72,1,142,1758,0,390,0,2985,878,0,704,0
FUELHH,20210727,48,10448,0,495,3321,2888,66,78,0,142,1752,0,372,0,2967,876,0,702,0
FUELHH,20210728,1,9428,0,559,3323,2898,80,78,0,142,1464,0,374,0,3002,732,0,704,0
FUELHH,20210728,2,8816,0,650,3320,2784,0,78,0,142,1460,0,374,0,3054,730,0,704,0
FUELHH,20210728,3,7940,0,473,3441,2838,14,79,1,141,1460,0,372,0,3071,732,0,702,0
FUELHH,20210728,4,7287,0,635,3581,2887,0,95,1,141,1460,0,372,0,3063,732,0,704,0
FUELHH,20210728,5,7055,0,633,3589,3045,0,95,1,140,1460,0,372,0,3024,730,0,704,0
FUELHH,20210728,6,6919,0,459,3587,3251,0,95,1,140,1460,0,372,0,2967,730,0,704,0
FUELHH,20210728,7,6930,0,567,3588,3577,0,77,1,140,1460,0,372,0,2975,730,0,704,0
FUELHH,20210728,8,6923,0,459,3590,3875,0,75,0,140,1460,0,370,0,2847,730,0,704,0
FUELHH,20210728,9,6954,0,462,3589,3908,0,75,1,141,1460,0,372,0,2708,730,0,704,0
FUELHH,20210728,10,7031,0,459,3591,3856,0,59,1,140,1460,0,372,0,2690,730,0,704,0
FUELHH,20210728,11,7061,0,462,3590,4001,0,77,1,141,1458,0,364,0,2629,732,0,704,0
FUELHH,20210728,12,7184,0,459,3591,4204,0,78,1,141,1458,0,364,0,2694,732,0,704,0
FUELHH,20210728,13,7544,0,459,3596,4224,0,75,4,142,1558,0,370,0,3021,782,0,704,0
FUELHH,20210728,14,8631,0,626,3596,4308,0,75,3,143,1558,0,370,0,3055,782,0,704,0
FUELHH,20210728,15,10043,0,640,3595,4470,0,68,1,143,1708,0,894,0,2922,900,0,702,0
FUELHH,20210728,16,10798,0,861,3597,4595,0,75,2,144,1708,0,906,0,3022,902,0,702,0
FUELHH,20210728,17,11724,0,954,3598,4691,102,231,1,150,1756,0,952,0,3074,952,0,564,0
FTR,1457
