ignore,date,period,CGST,OIL,COAL,NUCLEAR,WIND,PS,NPSHYD,OCGT,OTHER,INTFR,INTIRL,INTNED,INTEW,BIOMASS,INTNEM,INTELEC,INTIFA2,INTNSL
FUELHH,20210703,21,11950,0,919,4721,2795,282,252,0,446,2004,0,1004,0,2002,630,0,992,0
FUELHH,20210703,22,12069,0,897,4725,2663,224,251,0,594,2004,0,1004,0,1964,624,0,992,0
FUELHH,20210703,23,11889,0,986,4726,2920,388,199,1,655,2004,0,852,0,1934,616,0,992,0
FUELHH,20210703,24,11670,0,987,4725,3263,196,187,0,655,2004,0,852,0,1925,622,0,992,0
FUELHH,20210703,25,11423,0,991,4721,3758,180,160,0,226,2004,0,928,0,1941,992,0,992,0
FUELHH,20210703,26,10973,0,985,4719,4325,0,159,0,151,2004,0,930,0,2017,1000,0,990,0
FUELHH,20210703,27,10798,0,719,4718,4360,0,92,0,143,1906,0,954,0,2163,952,0,946,0
FUELHH,20210703,28,10609,0,504,4719,4350,0,84,0,141,1904,0,952,0,2174,952,0,944,0
FUELHH,20210703,29,9985,0,472,4716,4544,0,84,0,141,1904,0,952,0,2171,952,0,944,0
FUELHH,20210703,30,9787,0,493,4715,4557,0,84,0,141,1904,0,954,0,2172,952,0,944,0
FUELHH,20210703,31,9703,0,460,4716,4528,0,83,0,141,1904,0,952,0,2176,952,0,944,0
FUELHH,20210703,32,9701,0,458,4716,4527,0,82,0,141,1904,0,954,0,2174,952,0,944,0
FUELHH,20210703,33,10006,0,460,4714,4685,0,104,0,142,1904,0,954,0,2174,952,0,944,0
FUELHH,20210703,34,10527,0,557,4719,4880,0,123,0,142,1904,0,954,0,2173,952,0,944,0
FUELHH,20210703,35,11030,0,690,4715,4946,0,213,0,143,1904,0,954,0,2170,912,0,944,0
FUELHH,20210703,36,11550,0,775,4711,4578,0,218,0,167,1904,0,954,0,2161,912,0,944,0
FUELHH,20210703,37,11626,0,827,4709,3845,436,280,0,334,1904,0,954,0,2172,952,0,944,0
FUELHH,20210703,38,11694,0,778,4708,3547,576,286,0,408,1904,0,954,0,2176,952,0,944,0
FUELHH,20210703,39,11762,0,780,4710,3397,618,278,0,423,1904,0,882,0,2181,950,0,944,0
FUELHH,20210703,40,11574,0,755,4709,3410,406,275,0,446,1904,0,882,0,2176,952,0,944,0
FUELHH,20210703,41,11164,0,784,4709,3660,28,189,0,452,1804,0,906,0,2179,896,0,898,0
FUELHH,20210703,42,10970,0,693,4709,3862,102,169,1,183,1804,0,906,0,2175,896,0,894,0
FUELHH,20210703,43,10428,0,496,4710,3825,396,133,1,143,1804,0,904,0,2176,900,0,884,0
FUELHH,20210703,44,10346,0,461,4712,3826,24,128,1,141,1804,0,904,0,2173,900,0,882,0
FUELHH,20210703,45,10638,0,429,4716,3777,58,100,1,140,1706,0,856,0,2176,854,0,848,0
FUELHH,20210703,46,10232,0,195,4716,3834,0,99,2,141,1704,0,856,0,2167,854,0,846,0
FUELHH,20210703,47,9327,0,0,4720,3848,126,99,1,141,1606,0,810,0,2032,804,0,802,0
FUELHH,20210703,48,8695,0,0,4717,3902,0,86,2,141,1606,0,808,0,1741,804,0,800,0
FUELHH,20210704,1,8218,0,0,4718,3691,2,55,1,149,1508,0,762,0,1590,754,0,752,0
FUELHH,20210704,2,7520,0,0,4718,3451,20,55,0,346,1508,0,760,0,1569,754,0,748,0
FUELHH,20210704,3,7402,0,0,4720,3429,0,55,0,344,1410,0,712,0,1567,706,0,704,0
FUELHH,20210704,4,7284,0,0,4720,3430,0,55,0,261,1408,0,712,0,1611,706,0,702,0
FUELHH,20210704,5,6970,0,0,4720,3476,0,55,0,141,1410,0,714,0,1546,706,0,702,0
FUELHH,20210704,6,6793,0,0,4717,3514,0,55,0,142,1410,0,714,0,1558,706,0,702,0
FUELHH,20210704,7,6976,0,0,4713,3162,0,55,0,142,1410,0,712,0,1540,706,0,702,0
FUELHH,20210704,8,7149,0,0,4715,2914,0,55,0,141,1410,0,712,0,1512,706,0,702,0
FUELHH,20210704,9,7202,0,0,4715,2737,0,55,0,140,1410,0,694,0,1502,706,0,702,0
FUELHH,20210704,10,7203,0,0,4711,2517,0,55,1,141,1410,0,692,0,1495,706,0,702,0
FUELHH,20210704,11,7197,0,0,4710,2446,0,55,1,140,1344,0,712,0,1498,706,0,702,0
FUELHH,20210704,12,7129,0,0,4713,2407,0,55,0,139,1342,0,712,0,1490,706,0,702,0
FUELHH,20210704,13,6590,0,171,4713,2562,0,82,0,140,1408,0,702,0,1485,708,0,702,0
FUELHH,20210704,14,7051,0,230,4709,2513,0,83,1,139,1422,0,702,0,1507,708,0,704,0
FUELHH,20210704,15,7448,0,235,4711,2380,0,82,2,142,1514,0,760,0,1776,756,0,748,0
FUELHH,20210704,16,8184,0,232,4711,2290,0,77,2,140,1506,0,762,0,1887,756,0,750,0
FUELHH,20210704,17,8903,0,528,4711,2241,0,96,2,142,1704,0,854,0,2008,852,0,844,0
FUELHH,20210704,18,9804,0,765,4712,2147,0,95,2,141,1708,0,856,0,2012,852,0,850,0
FUELHH,20210704,19,10267,0,853,4714,2126,0,77,2,142,1904,0,954,0,2063,950,0,938,0
FUELHH,20210704,20,10784,0,927,4717,2056,0,77,1,142,1906,0,954,0,2172,950,0,944,0
FUELHH,20210704,21,11551,0,792,4721,1958,0,108,1,153,1904,0,954,0,2104,950,0,944,0
FUELHH,20210704,22,11686,0,803,4721,1852,0,112,1,146,1904,0,954,0,2133,950,0,944,0
FUELHH,20210704,23,11498,0,890,4719,1899,0,207,1,152,1904,0,954,0,2110,950,0,944,0
FUELHH,20210704,24,11279,0,911,4722,1974,2,210,0,151,1904,0,954,0,2212,950,0,944,0
FUELHH,20210704,25,11397,0,913,4718,2070,0,194,0,185,1904,0,954,0,2230,950,0,944,0
FUELHH,20210704,26,11256,0,962,4715,2130,0,195,0,164,1904,0,954,0,2246,950,0,944,0
FUELHH,20210704,27,10910,0,808,4714,2263,0,86,0,143,2004,0,1002,0,2254,1000,0,990,0
FUELHH,20210704,28,10733,0,807,4714,2346,0,81,0,141,2004,0,1004,0,2152,1000,0,992,0
FUELHH,20210704,29,10893,0,829,4711,2363,0,81,0,140,2004,0,898,0,1913,808,0,992,0
FUELHH,20210704,30,10788,0,642,4707,2597,0,81,0,140,2004,0,896,0,1924,808,0,992,0
FUELHH,20210704,31,10916,0,572,4705,2484,0,81,0,139,2004,0,952,0,2028,876,0,992,0
FUELHH,20210704,32,11130,0,684,4704,2567,0,80,0,147,2004,0,952,0,2140,876,0,992,0
FUELHH,20210704,33,11452,0,854,4701,2807,30,92,0,191,2004,0,650,0,2196,872,0,992,0
FUELHH,20210704,34,11540,0,966,4700,2938,254,100,0,356,2004,0,642,52,2187,872,0,992,0
FUELHH,20210704,35,11631,0,964,4700,3259,608,244,0,449,2004,0,820,4,2161,998,0,992,0
FUELHH,20210704,36,11551,0,893,4705,3348,860,253,0,488,2002,0,822,0,2186,1000,0,992,0
FUELHH,20210704,37,11538,0,898,4699,3320,982,253,0,453,2002,0,894,0,2168,1000,0,992,0
FUELHH,20210704,38,11437,0,891,4702,3674,796,253,0,395,2002,0,894,0,2205,1000,0,992,0
FUELHH,20210704,39,11137,0,944,4704,3912,686,243,0,271,2002,0,854,0,2247,1000,0,992,0
FUELHH,20210704,40,10564,0,968,4704,4328,622,235,0,256,2002,0,856,0,2285,1000,0,992,0
FUELHH,20210704,41,10581,0,947,4703,4331,290,143,0,255,2002,0,1002,0,2259,1000,0,992,0
FUELHH,20210704,42,10542,0,847,4699,4401,0,127,0,266,2002,0,1002,0,2277,998,0,990,0
FUELHH,20210704,43,10270,0,563,4700,4357,146,71,0,315,1856,0,928,0,2415,952,0,946,0
FUELHH,20210704,44,10038,0,199,4699,4344,14,71,0,304,1854,0,928,0,2417,950,0,942,0
FUELHH,20210704,45,9693,0,0,4700,4767,0,71,0,317,1806,0,904,0,2394,902,0,898,0
FUELHH,20210704,46,8890,0,0,4705,4921,0,71,0,303,1806,0,904,0,2232,902,0,896,0
FUELHH,20210704,47,7679,0,0,4710,4996,128,71,0,189,1510,0,764,0,2292,742,0,756,0
FUELHH,20210704,48,6367,0,0,4709,4971,74,65,2,190,1506,0,762,2,2255,740,0,748,0
FUELHH,20210705,1,5977,0,0,4713,4834,0,55,2,194,1408,0,714,0,2268,702,0,704,0
FUELHH,20210705,2,5396,0,0,4716,5086,0,55,1,194,1408,0,708,0,2214,702,0,702,0
FUELHH,20210705,3,5761,0,0,4715,5388,0,55,0,194,1408,0,370,0,2190,702,0,702,0
FUELHH,20210705,4,5559,0,0,4720,5538,0,55,0,194,1408,0,366,0,2265,702,0,702,0
FUELHH,20210705,5,5514,0,0,4714,5466,0,55,0,194,1112,0,364,0,2355,652,0,702,0
FUELHH,20210705,6,5653,0,0,4713,4997,0,55,0,193,1108,0,364,0,2420,652,0,702,0
FUELHH,20210705,7,5817,0,0,4713,4817,0,55,0,194,1058,0,362,0,2319,652,0,702,0
FUELHH,20210705,8,5620,0,0,4712,5048,0,55,0,193,1058,0,360,0,2273,652,0,702,0
FUELHH,20210705,9,5504,0,0,4710,5364,0,55,0,192,912,0,354,0,2281,652,0,702,0
FUELHH,20210705,10,5242,0,0,4709,5403,0,55,1,140,908,0,354,0,2276,652,0,700,0
FUELHH,20210705,11,5329,0,23,4705,5122,0,55,2,142,918,0,158,0,2291,656,0,674,0
FUELHH,20210705,12,5573,0,53,4707,5378,0,56,2,141,934,0,156,0,2375,656,0,676,0
FUELHH,20210705,13,6679,0,99,4705,5332,24,83,1,141,1548,0,354,0,2278,656,0,740,0
FUELHH,20210705,14,8694,0,166,4705,5198,0,83,0,141,1564,0,358,0,2346,656,0,738,0
FUELHH,20210705,15,11273,0,224,4704,4799,110,83,20,142,1514,0,520,0,2329,612,0,592,0
FUELHH,20210705,16,12253,0,290,4701,4562,194,83,63,116,1514,0,522,0,2337,612,0,584,0
FUELHH,20210705,17,12457,0,281,4702,4245,166,103,160,116,1928,0,944,0,2335,808,0,786,0
FUELHH,20210705,18,12584,0,270,4703,4213,146,103,270,115,1934,0,952,0,2330,810,0,796,0
FUELHH,20210705,19,12612,0,252,4699,4106,260,120,267,116,2000,0,1012,0,2341,790,0,796,0
FUELHH,20210705,20,12618,0,294,4699,3688,168,121,266,133,2000,0,1014,0,2352,790,0,796,0
FUELHH,20210705,21,12368,0,288,4703,3664,78,186,213,141,2000,0,914,0,2334,986,0,984,0
FUELHH,20210705,22,12369,0,299,4705,3735,4,195,1,144,2000,0,912,0,2236,988,0,992,0
FUELHH,20210705,23,12546,0,256,4720,3592,18,236,1,144,2004,0,1012,0,2140,950,0,992,0
FUELHH,20210705,24,12484,0,281,4711,3657,0,236,1,144,2004,0,1012,0,2132,950,0,988,0
FUELHH,20210705,25,12624,0,307,4710,3803,0,221,1,147,1810,0,1014,0,2253,882,0,898,0
FUELHH,20210705,26,12513,0,298,4711,3940,0,193,1,146,1804,0,1014,0,2292,882,0,894,0
FUELHH,20210705,27,12338,0,254,4710,3669,108,84,1,144,2002,0,1004,0,2357,980,0,986,0
FUELHH,20210705,28,12101,0,301,4707,3890,0,83,1,145,2004,0,1002,0,2363,980,0,992,0
FUELHH,20210705,29,12244,0,305,4707,3754,168,83,1,153,2004,0,1002,0,2360,962,0,992,0
FUELHH,20210705,30,12448,0,380,4705,3576,130,83,1,146,2004,0,1004,0,2358,962,0,992,0
FUELHH,20210705,31,12639,0,648,4706,3708,0,83,1,144,2004,0,1002,0,2343,840,0,992,0
FUELHH,20210705,32,13060,0,1047,4702,3689,110,90,4,148,2004,0,1004,0,2361,840,0,992,0
FUELHH,20210705,33,13541,0,1265,4705,3779,160,99,88,274,2004,0,1002,0,2366,852,0,992,0
FUELHH,20210705,34,14123,0,1285,4703,3582,764,127,88,319,2004,0,1002,0,2368,850,0,992,0
FUELHH,20210705,35,14279,0,1280,4705,3124,1546,253,88,394,2004,0,1060,0,2421,740,0,992,0
FUELHH,20210705,36,14870,0,1288,4704,2782,1596,248,91,518,2004,0,1062,0,2429,740,0,992,0
FUELHH,20210705,37,15070,0,1284,4707,2549,1436,292,91,512,2004,0,1060,0,2422,740,0,992,0
FUELHH,20210705,38,15033,0,1271,4711,2617,1408,301,91,515,2004,0,1060,0,2422,740,0,992,0
FUELHH,20210705,39,14718,0,1266,4712,2882,1280,306,90,502,2004,0,1060,0,2418,740,0,992,0
FUELHH,20210705,40,14303,0,1260,4712,3284,964,312,88,401,2004,0,1060,0,2394,742,0,992,0
FUELHH,20210705,41,14339,0,1291,4708,3180,446,276,88,342,2004,0,1044,0,2381,936,0,992,0
FUELHH,20210705,42,14064,0,1268,4705,3329,4,252,88,296,2004,0,1040,0,2374,938,0,992,0
FUELHH,20210705,43,13884,0,1245,4710,3283,0,191,56,164,2004,0,880,0,2407,840,0,992,0
FUELHH,20210705,44,12824,0,1151,4712,3636,0,182,1,139,2002,0,880,0,2417,840,0,988,0
FUELHH,20210705,45,11300,0,1107,4710,3885,0,172,1,139,1856,0,928,0,2383,900,0,922,0
FUELHH,20210705,46,9550,0,993,4707,4515,0,168,0,139,1852,0,928,0,2109,900,0,914,0
FUELHH,20210705,47,8522,0,969,4705,4856,0,140,1,139,1608,0,808,0,1635,804,0,804,0
FUELHH,20210705,48,7080,0,937,4708,5174,0,132,3,140,1602,0,808,0,1440,804,0,794,0
FUELHH,20210706,1,6612,0,910,4706,5287,0,110,1,141,1370,0,694,0,1453,686,0,688,0
FUELHH,20210706,2,6321,0,818,4709,5174,0,98,0,142,1368,0,694,0,1466,686,0,684,0
FUELHH,20210706,3,6275,0,542,4711,4704,0,77,0,140,1366,32,692,0,1606,686,0,682,0
FUELHH,20210706,4,6355,0,272,4708,4731,0,77,0,142,1366,60,692,0,1664,686,0,682,0
FUELHH,20210706,5,5886,0,282,4710,5337,0,77,89,213,1368,162,692,0,1642,688,0,684,0
FUELHH,20210706,6,5442,0,270,4713,5731,0,78,90,258,1368,50,692,0,1542,688,0,684,0
FUELHH,20210706,7,5379,0,161,4710,5696,0,80,88,259,1370,96,692,0,1455,686,0,684,0
FUELHH,20210706,8,5499,0,288,4711,5850,0,81,61,232,1368,20,692,0,1441,686,0,684,0
FUELHH,20210706,9,5458,0,303,4710,5912,0,81,1,141,1368,14,694,0,1452,688,0,684,0
FUELHH,20210706,10,5284,0,304,4710,6094,0,81,0,141,1368,0,692,0,1437,688,0,684,0
FUELHH,20210706,11,5002,0,248,4713,6558,0,81,0,141,1368,0,692,0,1417,686,0,684,0
FUELHH,20210706,12,5180,0,269,4711,6862,0,81,0,141,1368,0,692,0,1426,686,0,684,0
FUELHH,20210706,13,5910,0,304,4710,7095,0,104,0,142,1404,18,712,0,1491,708,0,702,0
FUELHH,20210706,14,7051,0,300,4704,7053,0,107,1,142,1420,14,712,0,2077,708,0,710,0
FUELHH,20210706,15,8270,0,473,4704,6907,0,125,0,142,1802,0,902,0,2289,898,0,888,0
FUELHH,20210706,16,9164,0,830,4700,6827,36,148,0,141,1802,0,904,0,2306,900,0,896,0
FUELHH,20210706,17,9573,0,1101,4705,6781,152,217,0,146,1902,0,954,0,2297,950,0,942,0
FUELHH,20210706,18,9861,0,1274,4704,6351,288,220,0,150,1902,0,954,0,2361,950,0,944,0
FUELHH,20210706,19,9909,0,1292,4705,5760,622,220,1,148,1902,0,954,0,2350,950,0,944,0
FUELHH,20210706,20,9594,0,1247,4708,5641,626,211,89,284,1904,0,954,0,2349,950,0,944,0
FUELHH,20210706,21,9559,0,1268,4707,5537,216,211,64,355,1902,0,1002,0,2347,1000,0,898,0
FUELHH,20210706,22,9618,0,1262,4709,5403,224,209,1,300,1900,0,1004,0,2359,1000,0,896,0
FUELHH,20210706,23,9690,0,1258,4709,5411,450,176,39,332,1658,0,1004,0,2326,1000,0,896,0
FUELHH,20210706,24,9942,0,1264,4709,5277,376,153,88,425,1656,0,1004,0,2322,1000,0,896,0
FUELHH,20210706,25,10019,0,1264,4710,5268,462,91,88,453,1458,0,1004,0,2318,1000,0,804,0
FUELHH,20210706,26,10025,0,1252,4714,5444,188,90,88,439,1468,0,1002,0,2307,1000,0,800,0
FUELHH,20210706,27,9887,0,1176,4714,5910,94,73,88,210,1468,0,954,0,2334,950,0,800,0
FUELHH,20210706,28,9435,0,1030,4721,6499,0,58,38,143,1456,0,952,0,2333,950,0,800,0
FUELHH,20210706,29,9044,0,983,4722,6904,0,59,0,142,1354,0,954,0,2379,950,0,804,0
FUELHH,20210706,30,8628,0,713,4721,7505,0,60,0,150,1370,0,954,0,2171,950,0,802,0
FUELHH,20210706,31,8746,0,586,4718,7631,0,60,0,142,1374,0,952,0,2083,952,0,750,0
FUELHH,20210706,32,9123,0,606,4710,7648,0,61,0,143,1358,0,954,0,2176,952,0,756,0
FUELHH,20210706,33,9366,0,700,4709,7467,0,73,36,188,1354,0,954,0,2198,952,0,936,0
FUELHH,20210706,34,9669,0,753,4709,7383,0,127,95,340,1356,0,954,0,2349,952,0,944,0
FUELHH,20210706,35,9893,0,746,4707,7351,490,267,49,401,1604,0,954,0,2387,950,0,944,0
FUELHH,20210706,36,10370,0,831,4705,7087,532,278,48,411,1612,0,954,0,2382,950,0,946,0
FUELHH,20210706,37,10348,0,764,4698,6703,784,260,48,422,1996,0,1060,0,2351,1018,0,990,0
FUELHH,20210706,38,10426,0,747,4697,6398,998,304,49,422,2002,0,1060,0,2368,1020,0,992,0
FUELHH,20210706,39,10434,0,707,4701,6531,474,473,48,409,2002,0,1004,0,2419,1020,0,992,0
FUELHH,20210706,40,10470,0,634,4701,6274,506,410,48,406,2002,0,1002,0,2424,1020,0,992,0
FUELHH,20210706,41,10318,0,617,4703,5945,84,317,48,376,2002,12,1004,0,2424,1020,0,992,0
FUELHH,20210706,42,9889,0,553,4706,6032,382,238,48,337,2000,0,1002,0,2415,1018,0,988,0
FUELHH,20210706,43,10246,0,485,4703,6110,120,179,48,252,1806,14,906,0,2329,902,0,900,0
FUELHH,20210706,44,9816,0,479,4703,6106,132,165,14,195,1804,14,904,0,2321,900,0,894,0
FUELHH,20210706,45,9687,0,462,4703,6229,150,165,1,170,1706,0,786,0,2297,648,0,850,0
FUELHH,20210706,46,9041,0,421,4702,6325,88,129,1,170,1700,0,784,0,2054,646,0,840,0
FUELHH,20210706,47,8476,0,229,4701,6585,0,62,0,170,1372,0,694,0,1484,686,0,690,0
FUELHH,20210706,48,6570,0,233,4696,6779,0,59,0,171,1368,0,692,0,1446,686,0,684,0
FUELHH,20210707,1,5382,0,230,4697,6871,0,59,0,146,1368,0,692,0,1442,686,0,684,0
FUELHH,20210707,2,4795,0,149,4696,6916,0,59,1,141,1368,0,692,0,1456,686,0,684,0
FUELHH,20210707,3,5119,0,0,4702,7178,0,58,2,142,1368,0,692,0,1446,686,0,684,0
FUELHH,20210707,4,5264,0,0,4697,7232,0,58,2,142,1368,0,692,0,1462,686,0,684,0
FUELHH,20210707,5,5187,0,0,4700,7187,0,57,2,141,1368,0,692,0,1447,686,0,684,0
FUELHH,20210707,6,5186,0,0,4699,7080,0,57,2,142,1368,0,692,0,1459,686,0,684,0
FUELHH,20210707,7,5149,0,0,4703,6929,0,57,3,140,1368,0,692,0,1445,688,0,684,0
FUELHH,20210707,8,5201,0,0,4703,6893,0,57,2,141,1368,0,690,0,1445,688,0,684,0
FUELHH,20210707,9,5237,0,0,4707,6862,0,57,2,140,1368,0,694,0,1424,688,0,684,0
FUELHH,20210707,10,5353,0,0,4707,6643,0,57,2,141,1368,0,692,0,1435,688,0,682,0
FUELHH,20210707,11,5548,0,0,4707,6397,0,57,0,139,1236,0,690,0,1426,688,0,680,0
FUELHH,20210707,12,6095,0,0,4711,6369,0,57,0,141,1234,0,690,0,1443,688,0,680,0
FUELHH,20210707,13,7258,0,0,4710,6281,0,116,2,141,1156,52,730,0,1851,756,0,700,0
FUELHH,20210707,14,8462,0,0,4712,6270,0,118,0,142,1148,0,730,0,2230,756,0,702,0
FUELHH,20210707,15,10292,0,166,4710,6146,0,118,0,141,1660,0,742,0,2266,866,0,914,0
FUELHH,20210707,16,11614,0,568,4709,5892,4,136,0,142,1688,0,742,0,1910,866,0,926,0
FUELHH,20210707,17,11932,0,883,4710,5898,146,180,1,165,1950,0,1000,0,2016,998,0,850,0
FUELHH,20210707,18,12069,0,968,4714,5832,140,184,0,232,1952,0,1002,0,2181,1000,0,848,0
FUELHH,20210707,19,12272,0,979,4717,5688,292,202,0,161,2004,0,1004,0,2285,872,0,708,0
FUELHH,20210707,20,12309,0,981,4713,5424,608,223,17,229,2004,0,1002,0,2360,872,0,176,0
FUELHH,20210707,21,12003,0,989,4710,5241,376,223,41,278,2004,0,1002,0,2425,926,0,0,0
FUELHH,20210707,22,12048,0,986,4708,5177,230,213,48,363,2004,0,1002,0,2418,926,0,0,0
FUELHH,20210707,23,12174,0,985,4706,5258,280,368,50,404,1612,0,1060,0,2418,780,0,0,0
FUELHH,20210707,24,12369,0,982,4699,5304,194,373,50,327,1608,0,1060,0,2423,780,0,0,0
FUELHH,20210707,25,12490,0,985,4706,5472,178,149,50,231,1604,0,1062,0,2422,920,0,0,0
FUELHH,20210707,26,12686,0,987,4703,5584,84,115,49,272,1604,0,1062,0,2425,920,0,0,0
FUELHH,20210707,27,12577,0,888,4715,5494,0,59,19,229,1998,0,1004,0,2414,770,0,0,0
FUELHH,20210707,28,12452,0,815,4718,5308,0,57,0,205,2004,0,1002,0,2425,768,0,0,0
FUELHH,20210707,29,12426,0,813,4720,5280,0,84,0,140,2000,0,1004,0,2305,778,0,0,0
FUELHH,20210707,30,12258,0,694,4720,5292,0,99,0,143,1998,0,1002,0,2265,778,0,0,0
FUELHH,20210707,31,12151,0,527,4719,5278,0,97,0,139,1994,0,1002,0,2230,996,0,0,0
FUELHH,20210707,32,12385,0,632,4715,5283,0,84,0,143,1994,0,1002,0,2248,998,0,0,0
FUELHH,20210707,33,12700,0,623,4710,5368,0,183,1,154,2004,0,1004,0,2299,1020,0,0,0
FUELHH,20210707,34,13377,0,624,4703,5417,0,201,18,173,2004,0,1004,0,2416,1020,0,0,0
FUELHH,20210707,35,13913,0,700,4703,5096,206,290,63,252,2004,0,1060,0,2420,1020,0,0,0
FUELHH,20210707,36,14114,0,742,4702,4737,412,290,99,336,2004,0,1062,0,2419,1020,0,0,0
FUELHH,20210707,37,14149,0,822,4702,4389,572,284,99,357,2004,0,1062,0,2417,1020,0,0,0
FUELHH,20210707,38,14271,0,883,4700,4123,602,282,99,323,2004,0,1062,0,2416,1020,0,0,0
FUELHH,20210707,39,14203,0,963,4705,3707,592,337,99,376,2002,0,906,0,2431,1018,0,0,0
FUELHH,20210707,40,13479,0,983,4703,3295,504,430,99,357,2004,0,902,0,2422,1018,0,778,0
FUELHH,20210707,41,13344,0,955,4706,3304,6,445,98,295,2004,0,694,0,2393,940,0,992,0
FUELHH,20210707,42,12903,0,794,4710,3422,292,424,98,240,2004,0,690,0,2392,940,0,986,0
FUELHH,20210707,43,13021,0,812,4712,3338,62,244,89,210,1954,0,562,0,2393,812,0,870,0
FUELHH,20210707,44,12636,0,732,4712,3417,212,107,3,146,1952,0,564,0,2272,812,0,868,0
FUELHH,20210707,45,12341,0,460,4712,3391,18,81,1,141,1900,0,884,0,2294,854,0,940,0
FUELHH,20210707,46,12077,0,241,4707,3390,280,99,1,140,1898,0,888,0,1946,854,0,940,0
FUELHH,20210707,47,11808,0,232,4706,3346,160,96,1,145,1706,0,808,0,1419,854,0,850,0
FUELHH,20210707,48,10381,0,231,4710,3322,0,87,0,139,1706,0,808,0,1359,854,0,846,0
FUELHH,20210708,1,9931,0,104,4708,3378,0,83,0,141,1676,0,856,4,1389,842,0,836,0
FUELHH,20210708,2,9792,0,0,4702,3353,0,82,0,139,1676,0,856,0,1440,842,0,836,0
FUELHH,20210708,3,9838,0,0,4701,2969,0,74,0,141,1706,0,856,0,1444,854,0,846,0
FUELHH,20210708,4,9977,0,0,4708,2609,0,72,0,140,1706,0,856,0,1440,854,0,848,0
FUELHH,20210708,5,9692,0,0,4710,2521,0,72,0,142,1706,0,856,0,1444,854,0,848,0
FUELHH,20210708,6,9318,0,0,4713,2626,0,72,0,140,1706,0,856,0,1441,854,0,848,0
FUELHH,20210708,7,8907,0,0,4714,2733,0,72,0,141,1706,0,856,0,1444,854,0,848,0
FUELHH,20210708,8,8758,0,0,4714,2866,0,72,0,140,1706,0,856,0,1442,854,0,848,0
FUELHH,20210708,9,9023,0,0,4713,2649,0,72,0,140,1706,0,856,0,1426,852,0,828,0
FUELHH,20210708,10,9115,0,0,4713,2512,0,72,0,139,1706,0,854,0,1413,852,0,828,0
FUELHH,20210708,11,9749,0,0,4716,2255,0,72,0,143,1462,0,662,0,1427,814,0,846,0
FUELHH,20210708,12,10714,0,0,4712,1867,0,72,0,141,1456,0,648,0,1560,814,0,848,0
FUELHH,20210708,13,12031,0,18,4713,1685,0,96,1,142,1246,0,146,0,1864,830,0,890,0
FUELHH,20210708,14,13457,0,277,4711,1594,42,103,3,140,1220,0,134,0,2210,830,0,892,0
FUELHH,20210708,15,14546,0,462,4715,1439,120,141,18,182,1566,0,418,0,2363,998,0,856,0
FUELHH,20210708,16,15409,0,494,4714,1471,286,153,99,341,1578,0,436,0,2367,1000,0,862,0
FUELHH,20210708,17,15698,0,495,4716,1463,214,215,50,360,1994,0,986,0,2369,1000,0,984,0
FUELHH,20210708,18,15797,0,494,4713,1465,498,214,44,330,2004,0,1004,0,2354,1000,0,992,0
FUELHH,20210708,19,16058,0,493,4709,1370,468,231,15,273,2004,0,914,0,2359,1000,0,992,0
FUELHH,20210708,20,16144,0,495,4709,1285,190,226,41,247,2004,0,912,0,2300,1000,0,992,0
FUELHH,20210708,21,16172,0,493,4705,1173,172,154,49,282,2004,0,832,0,2290,1000,0,992,0
FUELHH,20210708,22,2649,0,81,785,179,22,26,8,46,2004,0,848,0,383,1000,0,992,0
FUELHH,20210708,23,0,0,0,0,0,0,0,0,0,2000,0,948,0,0,996,0,992,0
FUELHH,20210708,24,0,0,0,0,0,0,0,0,0,2000,0,1000,0,0,994,0,992,0
FUELHH,20210708,25,7904,0,244,2353,543,152,65,24,101,2050,0,1196,0,1150,1020,0,992,0
FUELHH,20210708,26,15799,0,488,4707,1083,330,119,48,190,2034,0,1180,0,2305,1012,0,988,0
FUELHH,20210708,27,15912,0,489,4705,1120,362,74,46,179,1972,0,1004,0,2322,1000,0,914,0
FUELHH,20210708,28,15776,0,488,4702,1178,340,76,0,142,1972,0,1002,0,2313,1000,0,914,0
FUELHH,20210708,29,15797,0,490,4710,1263,242,76,0,142,2004,0,1002,0,2262,1000,0,986,0
FUELHH,20210708,30,15794,0,491,4711,1324,0,71,1,179,2004,0,1004,0,2219,1000,0,992,0
FUELHH,20210708,31,15771,0,489,4710,1258,0,59,1,199,2004,0,1004,0,2294,1000,0,984,0
FUELHH,20210708,32,15849,0,489,4715,1100,216,92,26,267,2004,0,1004,0,2314,1000,0,984,0
FUELHH,20210708,33,16006,0,487,4716,1098,218,174,51,361,2004,0,1004,0,2321,1020,0,990,0
FUELHH,20210708,34,16305,0,486,4713,1049,834,187,50,351,2004,0,1004,0,2355,1020,0,992,0
FUELHH,20210708,35,16430,0,487,4708,939,1428,277,50,408,2004,0,1062,0,2352,1020,0,992,0
FUELHH,20210708,36,16543,0,487,4704,917,1568,276,50,418,2004,0,1062,0,2360,1020,0,992,0
FUELHH,20210708,37,16540,0,489,4699,863,1594,277,50,459,2004,0,1060,0,2363,1020,0,992,0
FUELHH,20210708,38,16342,0,488,4694,732,1708,389,50,467,2004,0,1060,0,2357,1020,0,992,0
FUELHH,20210708,39,16392,0,489,4694,699,1582,467,50,462,2004,0,1002,0,2362,1020,0,992,0
