HDR,SYSTEM FREQUENCY DATA
FREQ,20210721070245,49.967
FREQ,20210721070300,49.928
FREQ,20210721070315,49.915
FREQ,20210721070330,49.888
FREQ,20210721070345,49.893
FREQ,20210721070400,49.914
FREQ,20210721070415,49.906
FREQ,20210721070430,49.891
FREQ,20210721070445,49.870
FREQ,20210721070500,49.888
FREQ,20210721070515,49.876
FREQ,20210721070530,49.899
FREQ,20210721070545,49.929
FREQ,20210721070600,49.908
FREQ,20210721070615,49.925
FREQ,20210721070630,49.939
FREQ,20210721070645,49.922
FREQ,20210721070700,49.902
FREQ,20210721070715,49.899
FREQ,20210721070730,49.929
FREQ,20210721070745,49.916
FREQ,20210721070800,49.899
FREQ,20210721070815,49.890
FREQ,20210721070830,49.885
FREQ,20210721070845,49.882
FREQ,20210721070900,49.874
FREQ,20210721070915,49.877
FREQ,20210721070930,49.896
FREQ,20210721070945,49.886
FREQ,20210721071000,49.878
FREQ,20210721071015,49.908
FREQ,20210721071030,49.904
FREQ,20210721071045,49.915
FREQ,20210721071100,49.963
FREQ,20210721071115,49.930
FREQ,20210721071130,49.931
FREQ,20210721071145,49.932
FREQ,20210721071200,49.934
FREQ,20210721071215,49.917
FREQ,20210721071230,49.923
FREQ,20210721071245,49.936
FREQ,20210721071300,49.911
FREQ,20210721071315,49.869
FREQ,20210721071330,49.879
FREQ,20210721071345,49.878
FREQ,20210721071400,49.877
FREQ,20210721071415,49.889
FREQ,20210721071430,49.885
FREQ,20210721071445,49.897
FREQ,20210721071500,49.889
FREQ,20210721071515,49.858
FREQ,20210721071530,49.860
FREQ,20210721071545,49.884
FREQ,20210721071600,49.896
FREQ,20210721071615,49.883
FREQ,20210721071630,49.889
FREQ,20210721071645,49.926
FREQ,20210721071700,49.924
FREQ,20210721071715,49.903
FREQ,20210721071730,49.873
FREQ,20210721071745,49.847
FREQ,20210721071800,49.843
FREQ,20210721071815,49.840
FREQ,20210721071830,49.920
FREQ,20210721071845,49.916
FREQ,20210721071900,49.950
FREQ,20210721071915,49.949
FREQ,20210721071930,49.959
FREQ,20210721071945,49.942
FREQ,20210721072000,49.943
FREQ,20210721072015,49.969
FREQ,20210721072030,49.980
FREQ,20210721072045,49.938
FREQ,20210721072100,49.954
FREQ,20210721072115,49.946
FREQ,20210721072130,49.944
FREQ,20210721072145,49.980
FREQ,20210721072200,49.986
FREQ,20210721072215,49.965
FREQ,20210721072230,49.956
FREQ,20210721072245,49.992
FREQ,20210721072300,49.963
FREQ,20210721072315,49.958
FREQ,20210721072330,49.987
FREQ,20210721072345,49.996
FREQ,20210721072400,49.976
FREQ,20210721072415,50.014
FREQ,20210721072430,50.064
FREQ,20210721072445,50.063
FREQ,20210721072500,50.060
FREQ,20210721072515,50.026
FREQ,20210721072530,49.991
FREQ,20210721072545,49.984
FREQ,20210721072600,50.020
FREQ,20210721072615,49.993
FREQ,20210721072630,50.010
FREQ,20210721072645,50.023
FREQ,20210721072700,50.015
FREQ,20210721072715,50.024
FREQ,20210721072730,50.035
FREQ,20210721072745,50.027
FREQ,20210721072800,50.044
FREQ,20210721072815,50.047
FREQ,20210721072830,50.032
FREQ,20210721072845,50.056
FREQ,20210721072900,50.074
FREQ,20210721072915,50.064
FREQ,20210721072930,50.068
FREQ,20210721072945,50.062
FREQ,20210721073000,50.065
FREQ,20210721073015,50.055
FREQ,20210721073030,50.075
FREQ,20210721073045,50.029
FREQ,20210721073100,50.018
FREQ,20210721073115,49.992
FREQ,20210721073130,49.991
FREQ,20210721073145,50.014
FREQ,20210721073200,49.992
FREQ,20210721073215,49.960
FREQ,20210721073230,49.982
FREQ,20210721073245,49.984
FREQ,20210721073300,49.955
FREQ,20210721073315,49.977
FREQ,20210721073330,50.019
FREQ,20210721073345,50.042
FREQ,20210721073400,50.062
FREQ,20210721073415,49.971
FREQ,20210721073430,49.988
FREQ,20210721073445,50.015
FREQ,20210721073500,49.992
FREQ,20210721073515,50.012
FREQ,20210721073530,50.029
FREQ,20210721073545,50.048
FREQ,20210721073600,50.040
FREQ,20210721073615,50.010
FREQ,20210721073630,50.026
FREQ,20210721073645,50.050
FREQ,20210721073700,50.017
FREQ,20210721073715,50.007
FREQ,20210721073730,49.979
FREQ,20210721073745,50.021
FREQ,20210721073800,50.029
FREQ,20210721073815,49.970
FREQ,20210721073830,49.995
FREQ,20210721073845,50.039
FREQ,20210721073900,50.023
FREQ,20210721073915,50.048
FREQ,20210721073930,50.048
FREQ,20210721073945,50.062
FREQ,20210721074000,50.051
FREQ,20210721074015,49.980
FREQ,20210721074030,50.018
FREQ,20210721074045,50.001
FREQ,20210721074100,49.977
FREQ,20210721074115,49.987
FREQ,20210721074130,50.019
FREQ,20210721074145,50.026
FREQ,20210721074200,50.030
FREQ,20210721074215,50.010
FREQ,20210721074230,50.002
FREQ,20210721074245,50.028
FREQ,20210721074300,49.987
FREQ,20210721074315,50.019
FREQ,20210721074330,50.006
FREQ,20210721074345,50.032
FREQ,20210721074400,50.011
FREQ,20210721074415,50.019
FREQ,20210721074430,50.008
FREQ,20210721074445,49.986
FREQ,20210721074500,50.016
FREQ,20210721074515,50.028
FREQ,20210721074530,50.012
FREQ,20210721074545,50.013
FREQ,20210721074600,49.986
FREQ,20210721074615,49.986
FREQ,20210721074630,50.024
FREQ,20210721074645,50.043
FREQ,20210721074700,50.030
FREQ,20210721074715,50.021
FREQ,20210721074730,50.018
FREQ,20210721074745,50.048
FREQ,20210721074800,50.029
FREQ,20210721074815,50.026
FREQ,20210721074830,50.017
FREQ,20210721074845,49.991
FREQ,20210721074900,49.981
FREQ,20210721074915,49.967
FREQ,20210721074930,49.990
FREQ,20210721074945,49.984
FREQ,20210721075000,50.020
FREQ,20210721075015,49.984
FREQ,20210721075030,50.018
FREQ,20210721075045,50.032
FREQ,20210721075100,49.995
FREQ,20210721075115,49.984
FREQ,20210721075130,49.999
FREQ,20210721075145,50.005
FREQ,20210721075200,50.004
FREQ,20210721075215,49.992
FREQ,20210721075230,50.019
FREQ,20210721075245,50.002
FREQ,20210721075300,49.998
FREQ,20210721075315,49.983
FREQ,20210721075330,49.972
FREQ,20210721075345,49.960
FREQ,20210721075400,49.964
FREQ,20210721075415,49.953
FREQ,20210721075430,49.954
FREQ,20210721075445,49.956
FREQ,20210721075500,49.942
FREQ,20210721075515,49.934
FREQ,20210721075530,49.940
FREQ,20210721075545,49.964
FREQ,20210721075600,49.939
FREQ,20210721075615,49.939
FREQ,20210721075630,49.938
FREQ,20210721075645,49.941
FREQ,20210721075700,49.931
FREQ,20210721075715,49.944
FREQ,20210721075730,49.938
FREQ,20210721075745,49.946
FREQ,20210721075800,49.947
FREQ,20210721075815,49.937
FREQ,20210721075830,49.939
FREQ,20210721075845,49.949
FREQ,20210721075900,49.933
FREQ,20210721075915,49.930
FREQ,20210721075930,49.956
FREQ,20210721075945,49.964
FREQ,20210721080000,49.958
FREQ,20210721080015,49.940
FREQ,20210721080030,49.958
FREQ,20210721080045,49.979
FREQ,20210721080100,49.962
FREQ,20210721080115,49.951
FREQ,20210721080130,49.937
FREQ,20210721080145,49.949
FREQ,20210721080200,49.953
FREQ,20210721080215,49.942
FREQ,20210721080230,49.937
FREQ,20210721080245,49.940
FREQ,20210721080300,49.949
FREQ,20210721080315,49.949
FREQ,20210721080330,49.952
FREQ,20210721080345,49.947
FREQ,20210721080400,49.960
FREQ,20210721080415,49.969
FREQ,20210721080430,49.966
FREQ,20210721080445,49.954
FREQ,20210721080500,49.970
FREQ,20210721080515,49.963
FREQ,20210721080530,49.964
FREQ,20210721080545,49.984
FREQ,20210721080600,49.979
FREQ,20210721080615,49.965
FREQ,20210721080630,49.991
FREQ,20210721080645,49.996
FREQ,20210721080700,50.024
FREQ,20210721080715,50.017
FREQ,20210721080730,50.002
FREQ,20210721080745,49.959
FREQ,20210721080800,49.962
FREQ,20210721080815,49.927
FREQ,20210721080830,49.944
FREQ,20210721080845,49.958
FREQ,20210721080900,49.958
FREQ,20210721080915,49.948
FREQ,20210721080930,49.955
FREQ,20210721080945,49.967
FREQ,20210721081000,49.944
FREQ,20210721081015,49.922
FREQ,20210721081030,49.926
FREQ,20210721081045,49.932
FREQ,20210721081100,49.922
FREQ,20210721081115,49.907
FREQ,20210721081130,49.917
FREQ,20210721081145,49.930
FREQ,20210721081200,49.933
FREQ,20210721081215,49.939
FREQ,20210721081230,50.018
FREQ,20210721081245,50.027
FREQ,20210721081300,50.016
FREQ,20210721081315,50.010
FREQ,20210721081330,49.989
FREQ,20210721081345,50.008
FREQ,20210721081400,50.024
FREQ,20210721081415,50.002
FREQ,20210721081430,50.004
FREQ,20210721081445,50.053
FREQ,20210721081500,49.965
FREQ,20210721081515,49.944
FREQ,20210721081530,49.962
FREQ,20210721081545,49.960
FREQ,20210721081600,49.954
FREQ,20210721081615,49.952
FREQ,20210721081630,49.957
FREQ,20210721081645,49.929
FREQ,20210721081700,49.979
FREQ,20210721081715,49.976
FREQ,20210721081730,49.996
FREQ,20210721081745,49.976
FREQ,20210721081800,49.970
FREQ,20210721081815,49.978
FREQ,20210721081830,49.995
FREQ,20210721081845,49.982
FREQ,20210721081900,49.991
FREQ,20210721081915,50.015
FREQ,20210721081930,50.017
FREQ,20210721081945,50.011
FREQ,20210721082000,49.973
FREQ,20210721082015,49.987
FREQ,20210721082030,49.975
FREQ,20210721082045,49.988
FREQ,20210721082100,49.988
FREQ,20210721082115,49.961
FREQ,20210721082130,49.952
FREQ,20210721082145,49.946
FREQ,20210721082200,49.940
FREQ,20210721082215,49.947
FREQ,20210721082230,49.980
FREQ,20210721082245,49.969
FREQ,20210721082300,49.969
FREQ,20210721082315,49.977
FREQ,20210721082330,49.983
FREQ,20210721082345,50.026
FREQ,20210721082400,50.019
FREQ,20210721082415,50.005
FREQ,20210721082430,49.977
FREQ,20210721082445,49.977
FREQ,20210721082500,49.964
FREQ,20210721082515,49.973
FREQ,20210721082530,50.014
FREQ,20210721082545,50.004
FREQ,20210721082600,49.951
FREQ,20210721082615,49.919
FREQ,20210721082630,49.935
FREQ,20210721082645,49.942
FREQ,20210721082700,49.951
FREQ,20210721082715,49.954
FREQ,20210721082730,49.937
FREQ,20210721082745,49.932
FREQ,20210721082800,49.921
FREQ,20210721082815,49.919
FREQ,20210721082830,49.949
FREQ,20210721082845,49.972
FREQ,20210721082900,49.990
FREQ,20210721082915,49.977
FREQ,20210721082930,49.986
FREQ,20210721082945,49.968
FREQ,20210721083000,49.947
FREQ,20210721083015,49.954
FREQ,20210721083030,49.984
FREQ,20210721083045,50.008
FREQ,20210721083100,49.950
FREQ,20210721083115,49.930
FREQ,20210721083130,49.967
FREQ,20210721083145,49.960
FREQ,20210721083200,49.957
FREQ,20210721083215,49.955
FREQ,20210721083230,49.984
FREQ,20210721083245,49.965
FREQ,20210721083300,49.965
FREQ,20210721083315,49.957
FREQ,20210721083330,49.969
FREQ,20210721083345,49.966
FREQ,20210721083400,49.980
FREQ,20210721083415,49.984
FREQ,20210721083430,49.987
FREQ,20210721083445,49.977
FREQ,20210721083500,50.009
FREQ,20210721083515,49.982
FREQ,20210721083530,50.012
FREQ,20210721083545,50.032
FREQ,20210721083600,50.015
FREQ,20210721083615,50.008
FREQ,20210721083630,50.032
FREQ,20210721083645,49.993
FREQ,20210721083700,49.974
FREQ,20210721083715,49.989
FREQ,20210721083730,50.021
FREQ,20210721083745,50.027
FREQ,20210721083800,50.041
FREQ,20210721083815,50.035
FREQ,20210721083830,50.050
FREQ,20210721083845,50.067
FREQ,20210721083900,50.046
FREQ,20210721083915,50.056
FREQ,20210721083930,50.073
FREQ,20210721083945,50.087
FREQ,20210721084000,50.093
FREQ,20210721084015,50.059
FREQ,20210721084030,50.067
FREQ,20210721084045,50.064
FREQ,20210721084100,50.018
FREQ,20210721084115,49.987
FREQ,20210721084130,50.022
FREQ,20210721084145,50.020
FREQ,20210721084200,50.015
FREQ,20210721084215,50.031
FREQ,20210721084230,50.032
FREQ,20210721084245,50.058
FREQ,20210721084300,50.034
FREQ,20210721084315,50.031
FREQ,20210721084330,50.052
FREQ,20210721084345,50.006
FREQ,20210721084400,50.012
FREQ,20210721084415,50.003
FREQ,20210721084430,50.009
FREQ,20210721084445,50.015
FREQ,20210721084500,49.956
FREQ,20210721084515,49.956
FREQ,20210721084530,49.959
FREQ,20210721084545,49.956
FREQ,20210721084600,49.973
FREQ,20210721084615,49.971
FREQ,20210721084630,49.997
FREQ,20210721084645,50.011
FREQ,20210721084700,50.011
FREQ,20210721084715,50.015
FREQ,20210721084730,50.021
FREQ,20210721084745,49.978
FREQ,20210721084800,49.989
FREQ,20210721084815,49.987
FREQ,20210721084830,50.030
FREQ,20210721084845,50.037
FREQ,20210721084900,49.998
FREQ,20210721084915,49.965
FREQ,20210721084930,49.945
FREQ,20210721084945,49.959
FREQ,20210721085000,49.934
FREQ,20210721085015,49.950
FREQ,20210721085030,50.047
FREQ,20210721085045,50.074
FREQ,20210721085100,50.077
FREQ,20210721085115,50.067
FREQ,20210721085130,50.063
FREQ,20210721085145,50.072
FREQ,20210721085200,50.091
FREQ,20210721085215,50.063
FREQ,20210721085230,50.075
FREQ,20210721085245,50.078
FREQ,20210721085300,50.090
FREQ,20210721085315,50.071
FREQ,20210721085330,50.088
FREQ,20210721085345,50.053
FREQ,20210721085400,50.071
FREQ,20210721085415,50.061
FREQ,20210721085430,50.046
FREQ,20210721085445,50.029
FREQ,20210721085500,50.051
FREQ,20210721085515,50.016
FREQ,20210721085530,50.040
FREQ,20210721085545,50.036
FREQ,20210721085600,50.047
FREQ,20210721085615,50.031
FREQ,20210721085630,50.053
FREQ,20210721085645,50.038
FREQ,20210721085700,50.027
FREQ,20210721085715,49.999
FREQ,20210721085730,50.018
FREQ,20210721085745,50.013
FREQ,20210721085800,50.035
FREQ,20210721085815,50.007
FREQ,20210721085830,50.015
FREQ,20210721085845,50.004
FREQ,20210721085900,50.015
FREQ,20210721085915,50.063
FREQ,20210721085930,50.039
FREQ,20210721085945,50.035
FREQ,20210721090000,50.028
FREQ,20210721090015,50.028
FREQ,20210721090030,50.019
FREQ,20210721090045,49.997
FREQ,20210721090100,49.954
FREQ,20210721090115,49.954
FREQ,20210721090130,49.933
FREQ,20210721090145,49.944
FREQ,20210721090200,49.932
FREQ,20210721090215,49.914
FREQ,20210721090230,49.933
FREQ,20210721090245,49.934
FREQ,20210721090300,49.946
FREQ,20210721090315,49.906
FREQ,20210721090330,49.918
FREQ,20210721090345,49.930
FREQ,20210721090400,49.916
FREQ,20210721090415,49.947
FREQ,20210721090430,49.968
FREQ,20210721090445,49.993
FREQ,20210721090500,49.984
FREQ,20210721090515,49.992
FREQ,20210721090530,50.003
FREQ,20210721090545,49.980
FREQ,20210721090600,49.985
FREQ,20210721090615,49.935
FREQ,20210721090630,49.930
FREQ,20210721090645,49.926
FREQ,20210721090700,49.917
FREQ,20210721090715,49.924
FREQ,20210721090730,49.951
FREQ,20210721090745,49.954
FREQ,20210721090800,49.967
FREQ,20210721090815,49.979
FREQ,20210721090830,49.985
FREQ,20210721090845,49.953
FREQ,20210721090900,49.997
FREQ,20210721090915,50.012
FREQ,20210721090930,50.026
FREQ,20210721090945,50.022
FREQ,20210721091000,49.999
FREQ,20210721091015,49.978
FREQ,20210721091030,49.966
FREQ,20210721091045,49.979
FREQ,20210721091100,49.972
FREQ,20210721091115,49.956
FREQ,20210721091130,49.923
FREQ,20210721091145,49.972
FREQ,20210721091200,49.977
FREQ,20210721091215,49.973
FREQ,20210721091230,49.985
FREQ,20210721091245,49.987
FREQ,20210721091300,49.965
FREQ,20210721091315,49.955
FREQ,20210721091330,49.952
FREQ,20210721091345,49.931
FREQ,20210721091400,49.946
FREQ,20210721091415,49.985
FREQ,20210721091430,49.969
FREQ,20210721091445,49.994
FREQ,20210721091500,50.039
FREQ,20210721091515,50.015
FREQ,20210721091530,49.980
FREQ,20210721091545,49.983
FREQ,20210721091600,49.987
FREQ,20210721091615,49.957
FREQ,20210721091630,49.980
FREQ,20210721091645,50.039
FREQ,20210721091700,50.048
FREQ,20210721091715,50.051
FREQ,20210721091730,50.030
FREQ,20210721091745,50.018
FREQ,20210721091800,50.030
FREQ,20210721091815,49.974
FREQ,20210721091830,49.962
FREQ,20210721091845,49.967
FREQ,20210721091900,49.970
FREQ,20210721091915,49.939
FREQ,20210721091930,49.919
FREQ,20210721091945,49.926
FREQ,20210721092000,49.971
FREQ,20210721092015,49.962
FREQ,20210721092030,49.945
FREQ,20210721092045,49.974
FREQ,20210721092100,49.979
FREQ,20210721092115,49.974
FREQ,20210721092130,49.976
FREQ,20210721092145,49.964
FREQ,20210721092200,49.968
FREQ,20210721092215,49.968
FREQ,20210721092230,49.982
FREQ,20210721092245,49.965
FREQ,20210721092300,49.960
FREQ,20210721092315,49.937
FREQ,20210721092330,49.942
FREQ,20210721092345,49.967
FREQ,20210721092400,49.940
FREQ,20210721092415,49.943
FREQ,20210721092430,49.975
FREQ,20210721092445,49.992
FREQ,20210721092500,50.014
FREQ,20210721092515,50.008
FREQ,20210721092530,49.972
FREQ,20210721092545,49.974
FREQ,20210721092600,49.966
FREQ,20210721092615,49.981
FREQ,20210721092630,49.989
FREQ,20210721092645,50.007
FREQ,20210721092700,49.993
FREQ,20210721092715,49.956
FREQ,20210721092730,49.971
FREQ,20210721092745,49.974
FREQ,20210721092800,50.004
FREQ,20210721092815,50.023
FREQ,20210721092830,49.988
FREQ,20210721092845,49.997
FREQ,20210721092900,49.971
FREQ,20210721092915,49.958
FREQ,20210721092930,49.974
FREQ,20210721092945,49.984
FREQ,20210721093000,50.011
FREQ,20210721093015,50.024
FREQ,20210721093030,50.015
FREQ,20210721093045,50.044
FREQ,20210721093100,50.024
FREQ,20210721093115,49.996
FREQ,20210721093130,49.981
FREQ,20210721093145,49.980
FREQ,20210721093200,49.989
FREQ,20210721093215,49.987
FREQ,20210721093230,49.960
FREQ,20210721093245,49.969
FREQ,20210721093300,49.959
FREQ,20210721093315,49.985
FREQ,20210721093330,50.023
FREQ,20210721093345,50.006
FREQ,20210721093400,50.007
FREQ,20210721093415,49.977
FREQ,20210721093430,50.056
FREQ,20210721093445,50.056
FREQ,20210721093500,50.076
FREQ,20210721093515,50.074
FREQ,20210721093530,50.074
FREQ,20210721093545,50.068
FREQ,20210721093600,50.075
FREQ,20210721093615,50.058
FREQ,20210721093630,50.056
FREQ,20210721093645,50.060
FREQ,20210721093700,50.078
FREQ,20210721093715,50.065
FREQ,20210721093730,50.080
FREQ,20210721093745,50.081
FREQ,20210721093800,50.082
FREQ,20210721093815,50.085
FREQ,20210721093830,50.076
FREQ,20210721093845,50.084
FREQ,20210721093900,50.100
FREQ,20210721093915,50.092
FREQ,20210721093930,50.083
FREQ,20210721093945,50.090
FREQ,20210721094000,50.101
FREQ,20210721094015,50.107
FREQ,20210721094030,50.115
FREQ,20210721094045,50.113
FREQ,20210721094100,50.075
FREQ,20210721094115,50.069
FREQ,20210721094130,50.079
FREQ,20210721094145,50.066
FREQ,20210721094200,50.069
FREQ,20210721094215,50.071
FREQ,20210721094230,50.075
FREQ,20210721094245,50.067
FREQ,20210721094300,50.076
FREQ,20210721094315,50.049
FREQ,20210721094330,50.054
FREQ,20210721094345,50.060
FREQ,20210721094400,50.076
FREQ,20210721094415,50.065
FREQ,20210721094430,50.077
FREQ,20210721094445,50.084
FREQ,20210721094500,50.070
FREQ,20210721094515,50.063
FREQ,20210721094530,50.045
FREQ,20210721094545,50.025
FREQ,20210721094600,50.050
FREQ,20210721094615,50.085
FREQ,20210721094630,50.089
FREQ,20210721094645,50.093
FREQ,20210721094700,50.075
FREQ,20210721094715,50.074
FREQ,20210721094730,50.086
FREQ,20210721094745,50.069
FREQ,20210721094800,50.054
FREQ,20210721094815,50.047
FREQ,20210721094830,50.056
FREQ,20210721094845,50.076
FREQ,20210721094900,50.074
FREQ,20210721094915,50.081
FREQ,20210721094930,50.065
FREQ,20210721094945,50.065
FREQ,20210721095000,50.047
FREQ,20210721095015,50.052
FREQ,20210721095030,50.079
FREQ,20210721095045,50.073
FREQ,20210721095100,50.056
FREQ,20210721095115,50.068
FREQ,20210721095130,50.049
FREQ,20210721095145,50.069
FREQ,20210721095200,50.047
FREQ,20210721095215,50.038
FREQ,20210721095230,49.968
FREQ,20210721095245,50.071
FREQ,20210721095300,50.052
FREQ,20210721095315,50.064
FREQ,20210721095330,50.078
FREQ,20210721095345,50.068
FREQ,20210721095400,50.059
FREQ,20210721095415,50.066
FREQ,20210721095430,50.071
FREQ,20210721095445,50.059
FREQ,20210721095500,50.068
FREQ,20210721095515,50.044
FREQ,20210721095530,50.068
FREQ,20210721095545,50.051
FREQ,20210721095600,50.032
FREQ,20210721095615,50.047
FREQ,20210721095630,50.059
FREQ,20210721095645,50.051
FREQ,20210721095700,50.045
FREQ,20210721095715,50.035
FREQ,20210721095730,50.030
FREQ,20210721095745,50.034
FREQ,20210721095800,50.045
FREQ,20210721095815,50.035
FREQ,20210721095830,50.030
FREQ,20210721095845,50.017
FREQ,20210721095900,50.016
FREQ,20210721095915,50.011
FREQ,20210721095930,50.027
FREQ,20210721095945,50.031
FREQ,20210721100000,50.035
FREQ,20210721100015,50.038
FREQ,20210721100030,50.049
FREQ,20210721100045,50.034
FREQ,20210721100100,50.021
FREQ,20210721100115,50.015
FREQ,20210721100130,49.980
FREQ,20210721100145,49.983
FTR,4436
