HDR,SYSTEM FREQUENCY DATA
FREQ,20210720231715,50.007
FREQ,20210720231730,50.001
FREQ,20210720231745,49.987
FREQ,20210720231800,49.979
FREQ,20210720231815,49.988
FREQ,20210720231830,49.990
FREQ,20210720231845,49.991
FREQ,20210720231900,49.977
FREQ,20210720231915,49.965
FREQ,20210720231930,49.992
FREQ,20210720231945,49.986
FREQ,20210720232000,50.002
FREQ,20210720232015,49.991
FREQ,20210720232030,49.981
FREQ,20210720232045,49.982
FREQ,20210720232100,49.981
FREQ,20210720232115,49.970
FREQ,20210720232130,49.978
FREQ,20210720232145,49.957
FREQ,20210720232200,49.993
FREQ,20210720232215,50.018
FREQ,20210720232230,50.019
FREQ,20210720232245,50.027
FREQ,20210720232300,50.017
FREQ,20210720232315,49.998
FREQ,20210720232330,50.024
FREQ,20210720232345,49.989
FREQ,20210720232400,50.002
FREQ,20210720232415,49.995
FREQ,20210720232430,50.022
FREQ,20210720232445,50.021
FREQ,20210720232500,50.017
FREQ,20210720232515,49.998
FREQ,20210720232530,50.001
FREQ,20210720232545,49.998
FREQ,20210720232600,50.007
FREQ,20210720232615,50.026
FREQ,20210720232630,50.041
FREQ,20210720232645,50.056
FREQ,20210720232700,50.042
FREQ,20210720232715,50.034
FREQ,20210720232730,50.033
FREQ,20210720232745,50.037
FREQ,20210720232800,50.028
FREQ,20210720232815,50.029
FREQ,20210720232830,50.045
FREQ,20210720232845,50.053
FREQ,20210720232900,50.038
FREQ,20210720232915,50.030
FREQ,20210720232930,50.041
FREQ,20210720232945,50.033
FREQ,20210720233000,50.038
FREQ,20210720233015,50.012
FREQ,20210720233030,49.982
FREQ,20210720233045,49.966
FREQ,20210720233100,49.965
FREQ,20210720233115,49.968
FREQ,20210720233130,49.970
FREQ,20210720233145,49.967
FREQ,20210720233200,49.982
FREQ,20210720233215,49.989
FREQ,20210720233230,49.974
FREQ,20210720233245,49.983
FREQ,20210720233300,49.990
FREQ,20210720233315,49.978
FREQ,20210720233330,49.966
FREQ,20210720233345,49.963
FREQ,20210720233400,49.971
FREQ,20210720233415,49.983
FREQ,20210720233430,49.984
FREQ,20210720233445,49.986
FREQ,20210720233500,49.987
FREQ,20210720233515,49.981
FREQ,20210720233530,49.991
FREQ,20210720233545,49.988
FREQ,20210720233600,49.988
FREQ,20210720233615,50.014
FREQ,20210720233630,50.021
FREQ,20210720233645,50.018
FREQ,20210720233700,50.020
FREQ,20210720233715,50.011
FREQ,20210720233730,50.000
FREQ,20210720233745,49.985
FREQ,20210720233800,49.979
FREQ,20210720233815,49.969
FREQ,20210720233830,49.985
FREQ,20210720233845,49.977
FREQ,20210720233900,49.999
FREQ,20210720233915,49.999
FREQ,20210720233930,50.023
FREQ,20210720233945,50.026
FREQ,20210720234000,50.013
FREQ,20210720234015,50.007
FREQ,20210720234030,50.010
FREQ,20210720234045,50.011
FREQ,20210720234100,50.011
FREQ,20210720234115,50.012
FREQ,20210720234130,50.010
FREQ,20210720234145,50.025
FREQ,20210720234200,50.033
FREQ,20210720234215,50.034
FREQ,20210720234230,50.031
FREQ,20210720234245,50.024
FREQ,20210720234300,50.031
FREQ,20210720234315,50.024
FREQ,20210720234330,50.029
FREQ,20210720234345,50.042
FREQ,20210720234400,50.040
FREQ,20210720234415,50.064
FREQ,20210720234430,50.068
FREQ,20210720234445,50.074
FREQ,20210720234500,50.078
FREQ,20210720234515,50.072
FREQ,20210720234530,50.073
FREQ,20210720234545,50.068
FREQ,20210720234600,50.070
FREQ,20210720234615,50.066
FREQ,20210720234630,50.055
FREQ,20210720234645,50.059
FREQ,20210720234700,50.063
FREQ,20210720234715,50.061
FREQ,20210720234730,50.056
FREQ,20210720234745,50.053
FREQ,20210720234800,50.045
FREQ,20210720234815,50.052
FREQ,20210720234830,50.054
FREQ,20210720234845,50.071
FREQ,20210720234900,50.081
FREQ,20210720234915,50.082
FREQ,20210720234930,50.083
FREQ,20210720234945,50.083
FREQ,20210720235000,50.078
FREQ,20210720235015,50.076
FREQ,20210720235030,50.074
FREQ,20210720235045,50.074
FREQ,20210720235100,50.085
FREQ,20210720235115,50.088
FREQ,20210720235130,50.079
FREQ,20210720235145,50.084
FREQ,20210720235200,50.088
FREQ,20210720235215,50.114
FREQ,20210720235230,50.108
FREQ,20210720235245,50.089
FREQ,20210720235300,50.087
FREQ,20210720235315,50.080
FREQ,20210720235330,50.078
FREQ,20210720235345,50.079
FREQ,20210720235400,49.986
FREQ,20210720235415,49.979
FREQ,20210720235430,49.972
FREQ,20210720235445,49.980
FREQ,20210720235500,49.972
FREQ,20210720235515,49.977
FREQ,20210720235530,49.974
FREQ,20210720235545,49.973
FREQ,20210720235600,49.952
FREQ,20210720235615,49.958
FREQ,20210720235630,49.961
FREQ,20210720235645,49.985
FREQ,20210720235700,49.985
FREQ,20210720235715,49.977
FREQ,20210720235730,49.985
FREQ,20210720235745,49.975
FREQ,20210720235800,49.982
FREQ,20210720235815,49.975
FREQ,20210720235830,49.997
FREQ,20210720235845,50.003
FREQ,20210720235900,49.996
FREQ,20210720235915,49.974
FREQ,20210720235930,49.949
FREQ,20210720235945,49.968
FREQ,20210721000000,49.965
FREQ,20210721000015,49.917
FREQ,20210721000030,49.904
FREQ,20210721000045,49.895
FREQ,20210721000100,49.904
FREQ,20210721000115,49.904
FREQ,20210721000130,49.902
FREQ,20210721000145,49.902
FREQ,20210721000200,49.892
FREQ,20210721000215,49.892
FREQ,20210721000230,49.903
FREQ,20210721000245,49.885
FREQ,20210721000300,49.887
FREQ,20210721000315,49.892
FREQ,20210721000330,49.896
FREQ,20210721000345,49.902
FREQ,20210721000400,49.900
FREQ,20210721000415,49.884
FREQ,20210721000430,49.896
FREQ,20210721000445,49.888
FREQ,20210721000500,49.894
FREQ,20210721000515,49.897
FREQ,20210721000530,49.891
FREQ,20210721000545,49.897
FREQ,20210721000600,49.903
FREQ,20210721000615,49.895
FREQ,20210721000630,49.919
FREQ,20210721000645,49.915
FREQ,20210721000700,49.915
FREQ,20210721000715,49.927
FREQ,20210721000730,49.929
FREQ,20210721000745,49.915
FREQ,20210721000800,49.911
FREQ,20210721000815,49.913
FREQ,20210721000830,49.934
FREQ,20210721000845,49.944
FREQ,20210721000900,49.947
FREQ,20210721000915,49.952
FREQ,20210721000930,49.960
FREQ,20210721000945,49.957
FREQ,20210721001000,49.962
FREQ,20210721001015,49.962
FREQ,20210721001030,49.961
FREQ,20210721001045,49.956
FREQ,20210721001100,49.979
FREQ,20210721001115,49.983
FREQ,20210721001130,49.983
FREQ,20210721001145,49.977
FREQ,20210721001200,49.982
FREQ,20210721001215,49.972
FREQ,20210721001230,49.974
FREQ,20210721001245,49.972
FREQ,20210721001300,50.010
FREQ,20210721001315,50.021
FREQ,20210721001330,50.012
FREQ,20210721001345,50.026
FREQ,20210721001400,50.039
FREQ,20210721001415,50.024
FREQ,20210721001430,50.039
FREQ,20210721001445,50.004
FREQ,20210721001500,50.012
FREQ,20210721001515,50.018
FREQ,20210721001530,50.011
FREQ,20210721001545,49.964
FREQ,20210721001600,49.960
FREQ,20210721001615,49.975
FREQ,20210721001630,49.965
FREQ,20210721001645,49.971
FREQ,20210721001700,49.981
FREQ,20210721001715,49.970
FREQ,20210721001730,49.968
FREQ,20210721001745,49.948
FREQ,20210721001800,49.948
FREQ,20210721001815,49.958
FREQ,20210721001830,49.953
FREQ,20210721001845,49.980
FREQ,20210721001900,49.981
FREQ,20210721001915,49.971
FREQ,20210721001930,49.953
FREQ,20210721001945,49.937
FREQ,20210721002000,49.941
FREQ,20210721002015,49.948
FREQ,20210721002030,49.953
FREQ,20210721002045,49.960
FREQ,20210721002100,49.961
FREQ,20210721002115,49.940
FREQ,20210721002130,49.948
FREQ,20210721002145,49.962
FREQ,20210721002200,49.947
FREQ,20210721002215,49.972
FREQ,20210721002230,49.962
FREQ,20210721002245,49.963
FREQ,20210721002300,49.951
FREQ,20210721002315,49.948
FREQ,20210721002330,49.967
FREQ,20210721002345,49.974
FREQ,20210721002400,49.993
FREQ,20210721002415,50.008
FREQ,20210721002430,50.000
FREQ,20210721002445,50.001
FREQ,20210721002500,49.995
FREQ,20210721002515,49.997
FREQ,20210721002530,49.995
FREQ,20210721002545,50.017
FREQ,20210721002600,50.020
FREQ,20210721002615,50.018
FREQ,20210721002630,50.007
FREQ,20210721002645,50.001
FREQ,20210721002700,50.013
FREQ,20210721002715,49.997
FREQ,20210721002730,50.008
FREQ,20210721002745,50.037
FREQ,20210721002800,50.038
FREQ,20210721002815,50.028
FREQ,20210721002830,50.025
FREQ,20210721002845,50.025
FREQ,20210721002900,50.028
FREQ,20210721002915,50.016
FREQ,20210721002930,50.026
FREQ,20210721002945,50.030
FREQ,20210721003000,50.023
FREQ,20210721003015,49.973
FREQ,20210721003030,49.989
FREQ,20210721003045,49.992
FREQ,20210721003100,49.988
FREQ,20210721003115,49.990
FREQ,20210721003130,49.994
FREQ,20210721003145,50.028
FREQ,20210721003200,50.017
FREQ,20210721003215,50.010
FREQ,20210721003230,49.997
FREQ,20210721003245,49.990
FREQ,20210721003300,49.993
FREQ,20210721003315,50.010
FREQ,20210721003330,50.013
FREQ,20210721003345,50.008
FREQ,20210721003400,50.024
FREQ,20210721003415,50.022
FREQ,20210721003430,50.015
FREQ,20210721003445,50.000
FREQ,20210721003500,50.008
FREQ,20210721003515,49.995
FREQ,20210721003530,49.985
FREQ,20210721003545,49.985
FREQ,20210721003600,50.009
FREQ,20210721003615,49.970
FREQ,20210721003630,49.958
FREQ,20210721003645,49.955
FREQ,20210721003700,49.974
FREQ,20210721003715,49.980
FREQ,20210721003730,49.975
FREQ,20210721003745,50.006
FREQ,20210721003800,50.022
FREQ,20210721003815,50.018
FREQ,20210721003830,50.019
FREQ,20210721003845,50.005
FREQ,20210721003900,50.014
FREQ,20210721003915,50.010
FREQ,20210721003930,50.018
FREQ,20210721003945,50.017
FREQ,20210721004000,50.026
FREQ,20210721004015,50.027
FREQ,20210721004030,50.027
FREQ,20210721004045,50.024
FREQ,20210721004100,50.024
FREQ,20210721004115,50.021
FREQ,20210721004130,50.024
FREQ,20210721004145,50.038
FREQ,20210721004200,50.039
FREQ,20210721004215,50.031
FREQ,20210721004230,50.021
FREQ,20210721004245,50.002
FREQ,20210721004300,50.015
FREQ,20210721004315,50.010
FREQ,20210721004330,50.016
FREQ,20210721004345,50.025
FREQ,20210721004400,50.025
FREQ,20210721004415,50.024
FREQ,20210721004430,50.008
FREQ,20210721004445,50.018
FREQ,20210721004500,50.013
FREQ,20210721004515,49.999
FREQ,20210721004530,50.006
FREQ,20210721004545,50.012
FREQ,20210721004600,50.025
FREQ,20210721004615,50.019
FREQ,20210721004630,50.004
FREQ,20210721004645,49.995
FREQ,20210721004700,50.001
FREQ,20210721004715,50.011
FREQ,20210721004730,50.017
FREQ,20210721004745,50.028
FREQ,20210721004800,50.010
FREQ,20210721004815,50.003
FREQ,20210721004830,49.990
FREQ,20210721004845,50.002
FREQ,20210721004900,50.015
FREQ,20210721004915,50.028
FREQ,20210721004930,50.019
FREQ,20210721004945,50.040
FREQ,20210721005000,50.031
FREQ,20210721005015,50.024
FREQ,20210721005030,50.041
FREQ,20210721005045,50.041
FREQ,20210721005100,50.071
FREQ,20210721005115,50.075
FREQ,20210721005130,50.078
FREQ,20210721005145,50.076
FREQ,20210721005200,50.061
FREQ,20210721005215,50.059
FREQ,20210721005230,50.069
FREQ,20210721005245,50.075
FREQ,20210721005300,50.076
FREQ,20210721005315,50.091
FREQ,20210721005330,50.092
FREQ,20210721005345,50.097
FREQ,20210721005400,50.093
FREQ,20210721005415,50.094
FREQ,20210721005430,50.085
FREQ,20210721005445,50.097
FREQ,20210721005500,50.086
FREQ,20210721005515,50.078
FREQ,20210721005530,50.096
FREQ,20210721005545,50.107
FREQ,20210721005600,50.092
FREQ,20210721005615,50.099
FREQ,20210721005630,50.099
FREQ,20210721005645,50.089
FREQ,20210721005700,50.059
FREQ,20210721005715,50.047
FREQ,20210721005730,50.045
FREQ,20210721005745,50.032
FREQ,20210721005800,50.026
FREQ,20210721005815,50.031
FREQ,20210721005830,50.040
FREQ,20210721005845,50.042
FREQ,20210721005900,50.035
FREQ,20210721005915,50.027
FREQ,20210721005930,50.036
FREQ,20210721005945,50.052
FREQ,20210721010000,50.034
FREQ,20210721010015,50.047
FREQ,20210721010030,50.052
FREQ,20210721010045,50.039
FREQ,20210721010100,50.041
FREQ,20210721010115,50.043
FREQ,20210721010130,50.042
FREQ,20210721010145,50.049
FREQ,20210721010200,50.056
FREQ,20210721010215,50.058
FREQ,20210721010230,50.047
FREQ,20210721010245,50.043
FREQ,20210721010300,50.053
FREQ,20210721010315,50.064
FREQ,20210721010330,50.061
FREQ,20210721010345,50.047
FREQ,20210721010400,49.964
FREQ,20210721010415,49.972
FREQ,20210721010430,50.009
FREQ,20210721010445,50.022
FREQ,20210721010500,50.029
FREQ,20210721010515,50.031
FREQ,20210721010530,50.045
FREQ,20210721010545,50.050
FREQ,20210721010600,50.050
FREQ,20210721010615,50.059
FREQ,20210721010630,50.054
FREQ,20210721010645,50.050
FREQ,20210721010700,50.053
FREQ,20210721010715,50.055
FREQ,20210721010730,50.051
FREQ,20210721010745,50.070
FREQ,20210721010800,50.087
FREQ,20210721010815,50.075
FREQ,20210721010830,50.070
FREQ,20210721010845,50.065
FREQ,20210721010900,50.060
FREQ,20210721010915,50.064
FREQ,20210721010930,50.068
FREQ,20210721010945,50.074
FREQ,20210721011000,50.075
FREQ,20210721011015,50.083
FREQ,20210721011030,50.085
FREQ,20210721011045,50.083
FREQ,20210721011100,50.073
FREQ,20210721011115,50.070
FREQ,20210721011130,50.072
FREQ,20210721011145,50.067
FREQ,20210721011200,50.068
FREQ,20210721011215,50.083
FREQ,20210721011230,50.080
FREQ,20210721011245,50.074
FREQ,20210721011300,50.073
FREQ,20210721011315,50.072
FREQ,20210721011330,50.068
FREQ,20210721011345,50.057
FREQ,20210721011400,50.058
FREQ,20210721011415,50.055
FREQ,20210721011430,50.046
FREQ,20210721011445,50.043
FREQ,20210721011500,50.046
FREQ,20210721011515,50.068
FREQ,20210721011530,50.066
FREQ,20210721011545,50.064
FREQ,20210721011600,50.051
FREQ,20210721011615,50.055
FREQ,20210721011630,50.042
FREQ,20210721011645,50.050
FREQ,20210721011700,50.044
FREQ,20210721011715,50.049
FREQ,20210721011730,50.051
FREQ,20210721011745,50.060
FREQ,20210721011800,50.057
FREQ,20210721011815,50.046
FREQ,20210721011830,50.040
FREQ,20210721011845,50.039
FREQ,20210721011900,50.038
FREQ,20210721011915,50.035
FREQ,20210721011930,50.042
FREQ,20210721011945,50.048
FREQ,20210721012000,50.052
FREQ,20210721012015,50.044
FREQ,20210721012030,50.045
FREQ,20210721012045,50.038
FREQ,20210721012100,50.038
FREQ,20210721012115,50.033
FREQ,20210721012130,50.047
FREQ,20210721012145,50.046
FREQ,20210721012200,50.037
FREQ,20210721012215,50.028
FREQ,20210721012230,50.029
FREQ,20210721012245,50.021
FREQ,20210721012300,50.018
FREQ,20210721012315,50.022
FREQ,20210721012330,50.028
FREQ,20210721012345,50.030
FREQ,20210721012400,50.011
FREQ,20210721012415,50.018
FREQ,20210721012430,50.017
FREQ,20210721012445,50.007
FREQ,20210721012500,50.025
FREQ,20210721012515,50.016
FREQ,20210721012530,50.024
FREQ,20210721012545,50.035
FREQ,20210721012600,50.027
FREQ,20210721012615,50.025
FREQ,20210721012630,50.021
FREQ,20210721012645,50.001
FREQ,20210721012700,49.987
FREQ,20210721012715,49.988
FREQ,20210721012730,50.007
FREQ,20210721012745,49.986
FREQ,20210721012800,49.977
FREQ,20210721012815,49.985
FREQ,20210721012830,50.005
FREQ,20210721012845,50.012
FREQ,20210721012900,50.017
FREQ,20210721012915,49.989
FREQ,20210721012930,49.986
FREQ,20210721012945,50.001
FREQ,20210721013000,50.001
FREQ,20210721013015,49.986
FREQ,20210721013030,49.990
FREQ,20210721013045,49.982
FREQ,20210721013100,49.983
FREQ,20210721013115,49.980
FREQ,20210721013130,49.977
FREQ,20210721013145,49.962
FREQ,20210721013200,49.966
FREQ,20210721013215,49.972
FREQ,20210721013230,49.949
FREQ,20210721013245,49.950
FREQ,20210721013300,49.948
FREQ,20210721013315,49.950
FREQ,20210721013330,49.939
FREQ,20210721013345,49.934
FREQ,20210721013400,49.933
FREQ,20210721013415,49.943
FREQ,20210721013430,49.952
FREQ,20210721013445,49.958
FREQ,20210721013500,49.940
FREQ,20210721013515,49.934
FREQ,20210721013530,49.942
FREQ,20210721013545,49.948
FREQ,20210721013600,49.947
FREQ,20210721013615,49.944
FREQ,20210721013630,49.950
FREQ,20210721013645,49.952
FREQ,20210721013700,49.949
FREQ,20210721013715,49.939
FREQ,20210721013730,49.944
FREQ,20210721013745,49.944
FREQ,20210721013800,49.944
FREQ,20210721013815,49.946
FREQ,20210721013830,49.950
FREQ,20210721013845,49.955
FREQ,20210721013900,49.964
FREQ,20210721013915,49.972
FREQ,20210721013930,49.975
FREQ,20210721013945,49.961
FREQ,20210721014000,49.955
FREQ,20210721014015,49.949
FREQ,20210721014030,49.950
FREQ,20210721014045,49.953
FREQ,20210721014100,49.964
FREQ,20210721014115,49.960
FREQ,20210721014130,49.971
FREQ,20210721014145,49.971
FREQ,20210721014200,49.984
FREQ,20210721014215,49.986
FREQ,20210721014230,49.993
FREQ,20210721014245,49.974
FREQ,20210721014300,49.973
FREQ,20210721014315,49.976
FREQ,20210721014330,49.982
FREQ,20210721014345,49.977
FREQ,20210721014400,49.979
FREQ,20210721014415,49.976
FREQ,20210721014430,49.977
FREQ,20210721014445,49.986
FREQ,20210721014500,49.991
FREQ,20210721014515,49.978
FREQ,20210721014530,49.996
FREQ,20210721014545,50.020
FREQ,20210721014600,50.025
FREQ,20210721014615,50.036
FREQ,20210721014630,50.035
FREQ,20210721014645,50.033
FREQ,20210721014700,50.018
FREQ,20210721014715,50.017
FREQ,20210721014730,50.029
FREQ,20210721014745,50.028
FREQ,20210721014800,50.030
FREQ,20210721014815,50.043
FREQ,20210721014830,50.034
FREQ,20210721014845,50.026
FREQ,20210721014900,50.030
FREQ,20210721014915,50.022
FREQ,20210721014930,50.021
FREQ,20210721014945,50.029
FREQ,20210721015000,50.034
FREQ,20210721015015,50.037
FREQ,20210721015030,50.023
FREQ,20210721015045,50.024
FREQ,20210721015100,50.024
FREQ,20210721015115,50.025
FREQ,20210721015130,50.024
FREQ,20210721015145,50.036
FREQ,20210721015200,50.046
FREQ,20210721015215,50.055
FREQ,20210721015230,50.047
FREQ,20210721015245,50.031
FREQ,20210721015300,50.042
FREQ,20210721015315,50.041
FREQ,20210721015330,50.042
FREQ,20210721015345,50.047
FREQ,20210721015400,50.054
FREQ,20210721015415,50.057
FREQ,20210721015430,50.061
FREQ,20210721015445,50.057
FREQ,20210721015500,50.054
FREQ,20210721015515,50.048
FREQ,20210721015530,50.058
FREQ,20210721015545,50.048
FREQ,20210721015600,50.049
FREQ,20210721015615,50.062
FREQ,20210721015630,50.063
FREQ,20210721015645,50.063
FREQ,20210721015700,50.053
FREQ,20210721015715,50.036
FREQ,20210721015730,50.053
FREQ,20210721015745,50.041
FREQ,20210721015800,50.032
FREQ,20210721015815,50.032
FREQ,20210721015830,50.038
FREQ,20210721015845,50.043
FREQ,20210721015900,50.042
FREQ,20210721015915,50.043
FREQ,20210721015930,50.036
FREQ,20210721015945,50.027
FREQ,20210721020000,50.024
FREQ,20210721020015,50.018
FREQ,20210721020030,50.015
FREQ,20210721020045,50.020
FREQ,20210721020100,50.029
FREQ,20210721020115,50.032
FREQ,20210721020130,50.021
FREQ,20210721020145,50.037
FREQ,20210721020200,50.055
FREQ,20210721020215,50.053
FREQ,20210721020230,50.059
FREQ,20210721020245,50.059
FREQ,20210721020300,50.056
FREQ,20210721020315,50.046
FREQ,20210721020330,50.048
FREQ,20210721020345,50.043
FREQ,20210721020400,50.033
FREQ,20210721020415,50.045
FREQ,20210721020430,50.057
FREQ,20210721020445,50.049
FREQ,20210721020500,50.038
FREQ,20210721020515,50.050
FREQ,20210721020530,50.035
FREQ,20210721020545,50.043
FREQ,20210721020600,50.033
FREQ,20210721020615,50.040
FREQ,20210721020630,50.027
FREQ,20210721020645,50.045
FREQ,20210721020700,50.047
FREQ,20210721020715,50.041
FREQ,20210721020730,50.048
FREQ,20210721020745,50.033
FREQ,20210721020800,50.028
FREQ,20210721020815,50.024
FREQ,20210721020830,50.030
FREQ,20210721020845,50.015
FREQ,20210721020900,50.019
FREQ,20210721020915,50.020
FREQ,20210721020930,50.018
FREQ,20210721020945,50.019
FREQ,20210721021000,50.009
FREQ,20210721021015,50.004
FREQ,20210721021030,49.999
FREQ,20210721021045,50.010
FREQ,20210721021100,50.012
FREQ,20210721021115,50.008
FREQ,20210721021130,50.008
FREQ,20210721021145,50.009
FREQ,20210721021200,50.004
FREQ,20210721021215,49.999
FREQ,20210721021230,49.988
FREQ,20210721021245,49.973
FREQ,20210721021300,49.974
FREQ,20210721021315,49.989
FREQ,20210721021330,50.002
FREQ,20210721021345,49.985
FREQ,20210721021400,50.000
FREQ,20210721021415,50.011
FREQ,20210721021430,49.987
FREQ,20210721021445,49.985
FREQ,20210721021500,49.987
FREQ,20210721021515,49.993
FREQ,20210721021530,50.006
FREQ,20210721021545,50.013
FREQ,20210721021600,50.017
FREQ,20210721021615,50.013
FREQ,20210721021630,50.016
FREQ,20210721021645,50.013
FREQ,20210721021700,50.024
FREQ,20210721021715,50.003
FREQ,20210721021730,50.017
FREQ,20210721021745,50.012
FREQ,20210721021800,50.009
FREQ,20210721021815,50.003
FREQ,20210721021830,49.997
FREQ,20210721021845,49.984
FREQ,20210721021900,49.988
FREQ,20210721021915,50.003
FREQ,20210721021930,49.985
FREQ,20210721021945,49.993
FREQ,20210721022000,49.983
FREQ,20210721022015,49.992
FREQ,20210721022030,49.990
FREQ,20210721022045,49.981
FREQ,20210721022100,50.026
FREQ,20210721022115,50.008
FREQ,20210721022130,50.014
FREQ,20210721022145,49.995
FREQ,20210721022200,49.987
FREQ,20210721022215,49.995
FREQ,20210721022230,49.993
FREQ,20210721022245,49.959
FREQ,20210721022300,49.975
FREQ,20210721022315,49.993
FREQ,20210721022330,49.990
FREQ,20210721022345,50.002
FREQ,20210721022400,50.008
FREQ,20210721022415,49.992
FREQ,20210721022430,49.990
FREQ,20210721022445,49.995
FREQ,20210721022500,49.985
FREQ,20210721022515,50.005
FREQ,20210721022530,50.022
FREQ,20210721022545,50.016
FREQ,20210721022600,50.017
FREQ,20210721022615,50.028
FREQ,20210721022630,50.022
FREQ,20210721022645,50.020
FREQ,20210721022700,50.020
FREQ,20210721022715,50.028
FREQ,20210721022730,50.023
FREQ,20210721022745,50.024
FREQ,20210721022800,50.026
FREQ,20210721022815,50.021
FREQ,20210721022830,50.020
FREQ,20210721022845,50.003
FREQ,20210721022900,50.019
FREQ,20210721022915,49.999
FREQ,20210721022930,49.983
FREQ,20210721022945,49.979
FREQ,20210721023000,49.982
FREQ,20210721023015,49.984
FREQ,20210721023030,49.988
FREQ,20210721023045,49.977
FREQ,20210721023100,49.978
FREQ,20210721023115,49.964
FREQ,20210721023130,49.974
FREQ,20210721023145,49.984
FREQ,20210721023200,49.981
FREQ,20210721023215,49.990
FREQ,20210721023230,49.980
FREQ,20210721023245,49.983
FREQ,20210721023300,49.993
FREQ,20210721023315,49.985
FREQ,20210721023330,49.985
FREQ,20210721023345,49.983
FREQ,20210721023400,49.978
FREQ,20210721023415,49.983
FREQ,20210721023430,49.975
FREQ,20210721023445,49.977
FREQ,20210721023500,49.981
FREQ,20210721023515,49.984
FREQ,20210721023530,49.993
FREQ,20210721023545,49.988
FREQ,20210721023600,49.984
FREQ,20210721023615,49.985
FREQ,20210721023630,49.985
FREQ,20210721023645,49.984
FREQ,20210721023700,49.979
FREQ,20210721023715,49.981
FREQ,20210721023730,49.985
FREQ,20210721023745,49.974
FREQ,20210721023800,49.970
FREQ,20210721023815,49.968
FREQ,20210721023830,49.969
FREQ,20210721023845,49.974
FREQ,20210721023900,49.982
FREQ,20210721023915,50.003
FREQ,20210721023930,50.006
FREQ,20210721023945,50.002
FREQ,20210721024000,49.999
FREQ,20210721024015,49.981
FREQ,20210721024030,49.982
FREQ,20210721024045,49.979
FREQ,20210721024100,49.986
FREQ,20210721024115,49.985
FREQ,20210721024130,49.997
FREQ,20210721024145,50.003
FREQ,20210721024200,50.006
FREQ,20210721024215,49.995
FREQ,20210721024230,49.988
FREQ,20210721024245,49.980
FREQ,20210721024300,49.985
FREQ,20210721024315,49.984
FREQ,20210721024330,49.992
FREQ,20210721024345,49.990
FREQ,20210721024400,49.983
FREQ,20210721024415,49.960
FREQ,20210721024430,49.961
FREQ,20210721024445,49.969
FREQ,20210721024500,49.985
FREQ,20210721024515,49.984
FREQ,20210721024530,49.984
FREQ,20210721024545,49.987
FREQ,20210721024600,49.988
FREQ,20210721024615,49.983
FREQ,20210721024630,49.989
FREQ,20210721024645,49.987
FREQ,20210721024700,49.987
FREQ,20210721024715,49.984
FREQ,20210721024730,49.984
FREQ,20210721024745,49.986
FREQ,20210721024800,49.990
FREQ,20210721024815,49.986
FREQ,20210721024830,49.988
FREQ,20210721024845,49.994
FREQ,20210721024900,49.990
FREQ,20210721024915,49.985
FREQ,20210721024930,49.992
FREQ,20210721024945,49.983
FREQ,20210721025000,49.981
FREQ,20210721025015,49.984
FREQ,20210721025030,49.982
FREQ,20210721025045,49.977
FREQ,20210721025100,49.984
FREQ,20210721025115,49.976
FREQ,20210721025130,49.974
FREQ,20210721025145,49.985
FREQ,20210721025200,49.986
FREQ,20210721025215,49.983
FREQ,20210721025230,49.980
FREQ,20210721025245,49.984
FREQ,20210721025300,49.984
FREQ,20210721025315,49.985
FREQ,20210721025330,49.963
FREQ,20210721025345,49.966
FREQ,20210721025400,49.963
FREQ,20210721025415,49.970
FREQ,20210721025430,49.965
FREQ,20210721025445,49.968
FREQ,20210721025500,49.966
FREQ,20210721025515,49.967
FREQ,20210721025530,49.965
FREQ,20210721025545,49.959
FREQ,20210721025600,49.957
FREQ,20210721025615,49.956
FREQ,20210721025630,49.949
FREQ,20210721025645,49.950
FREQ,20210721025700,49.952
FREQ,20210721025715,49.948
FREQ,20210721025730,49.942
FREQ,20210721025745,49.948
FREQ,20210721025800,49.954
FREQ,20210721025815,49.942
FREQ,20210721025830,49.939
FREQ,20210721025845,49.928
FREQ,20210721025900,49.931
FREQ,20210721025915,49.929
FREQ,20210721025930,49.935
FREQ,20210721025945,49.941
FREQ,20210721030000,49.946
FREQ,20210721030015,49.941
FREQ,20210721030030,49.940
FREQ,20210721030045,49.947
FREQ,20210721030100,49.952
FREQ,20210721030115,49.957
FREQ,20210721030130,49.959
FREQ,20210721030145,49.965
FREQ,20210721030200,49.960
FREQ,20210721030215,49.959
FREQ,20210721030230,49.958
FREQ,20210721030245,49.959
FREQ,20210721030300,49.969
FREQ,20210721030315,49.963
FREQ,20210721030330,49.979
FREQ,20210721030345,49.971
FREQ,20210721030400,49.968
FREQ,20210721030415,49.969
FREQ,20210721030430,49.969
FREQ,20210721030445,49.975
FREQ,20210721030500,49.967
FREQ,20210721030515,49.962
FREQ,20210721030530,49.961
FREQ,20210721030545,49.959
FREQ,20210721030600,49.960
FREQ,20210721030615,49.964
FREQ,20210721030630,49.963
FREQ,20210721030645,49.957
FREQ,20210721030700,49.953
FREQ,20210721030715,49.961
FREQ,20210721030730,49.990
FREQ,20210721030745,50.002
FREQ,20210721030800,49.985
FREQ,20210721030815,49.968
FREQ,20210721030830,49.954
FREQ,20210721030845,49.962
FREQ,20210721030900,49.979
FREQ,20210721030915,49.972
FREQ,20210721030930,49.978
FREQ,20210721030945,49.966
